model,term,estimate_log_rr,rr,ci_low_rr,ci_high_rr,p_value
lags_raw_plus_flipflops,c2w_event_lag0,0.08285969551862009,1.0863893725572684,0.8754885425170568,1.3480951622874966,0.45178453721558454
lags_raw_plus_flipflops,c2w_event_lag1,0.06826845093441372,1.0706526876178728,1.0417874493489687,1.100317707052159,9.79250852870714e-07
lags_raw_plus_flipflops,c2w_event_lag2,0.018614072565392003,1.0187883943470444,0.992256346097835,1.0460298858636783,0.16679858577596673
lags_raw_plus_flipflops,c2w_event_lag3,0.058911850619940954,1.0606817381814626,1.033711093714211,1.088356076037904,7.361933617905315e-06
lags_raw_plus_flipflops,w2c_event_lag0,-0.08439769470493569,0.919065675852505,0.7511121302480536,1.1245747239513586,0.4123904800373528
lags_raw_plus_flipflops,w2c_event_lag1,0.003346168190891759,1.003351772861319,0.9811013886778295,1.02610677318543,0.7699429057819651
lags_raw_plus_flipflops,w2c_event_lag2,-0.0095504159981216,0.9904950443877752,0.9687786063196058,1.0126982847854886,0.39846669076799335
lags_raw_plus_flipflops,w2c_event_lag3,-0.016925935966815405,0.9832165029179682,0.9617500472897069,1.0051620941787556,0.13288726910556287
lags_raw_plus_flipflops,c2w_transition_intensity_lag0,-0.014741263728349831,0.9853668567702102,0.9042112419442255,1.0738064263981966,0.7367585024423139
lags_raw_plus_flipflops,w2c_transition_intensity_lag0,0.03319861375995576,1.0337558369868123,0.9543003938521247,1.1198267729834965,0.4158733648736882
lags_raw_plus_flipflops,time_index,0.00014543283338173133,1.000145443409249,1.0001398364303542,1.0001510504195774,0.0
lags_raw_plus_flipflops,I(time_index ** 2),-1.3115724005549465e-08,0.999999986884276,0.9999999859176247,0.9999999878509275,8.137239641708777e-156
lags_raw_plus_flipflops,rh_lag0,-0.17670306665639235,0.8380285862125499,0.8144045028634922,0.8623379522584995,9.168835415907022e-34
lags_raw_plus_flipflops,tp_lag0,1.616031084768217e-05,1.0000161604414262,0.9999004890825337,1.0001318451815135,0.7842284296937482
lags_raw_plus_flipflops,nw_wind_lag0,0.005854473030475318,1.0058716439502486,1.0042115942076764,1.0075344379004798,3.730744758285937e-12
