model,term,estimate_log_rr,rr,ci_low_rr,ci_high_rr,p_value
lags_raw_plus_flipflops,C(month)[T.5],-0.24740551166073124,0.7808239960880707,0.7678897499739344,0.7939761051474367,2.7504888285530374e-185
lags_raw_plus_flipflops,C(month)[T.6],-0.2916089704503853,0.7470606016370762,0.7325470734509781,0.7618616778976158,1.389627888926607e-186
lags_raw_plus_flipflops,C(month)[T.7],-0.22533937895580905,0.7982452651394368,0.7802832949033324,0.8166207164494924,6.873581390013122e-84
lags_raw_plus_flipflops,C(month)[T.8],-0.19162385460632092,0.8256173622603769,0.8061256364011771,0.8455803885717819,1.1058044334712846e-55
lags_raw_plus_flipflops,C(month)[T.9],-0.2734697653089211,0.7607353366060547,0.7448113389855897,0.7769997878245571,1.2533863994032687e-141
lags_raw_plus_flipflops,C(month)[T.10],-0.22795200322672207,0.7961624721480807,0.7828721994467048,0.8096783644954239,3.3064033366236495e-155
lags_raw_plus_flipflops,C(month)[T.11],-0.15394444547178482,0.857319647677063,0.846848847729589,0.8679199130561002,3.990900653160963e-133
lags_raw_plus_flipflops,C(month)[T.12],-0.09014974229685913,0.9137943413622908,0.9052186474406348,0.9224512781156603,2.3815913251972827e-78
lags_raw_plus_flipflops,C(dow)[T.1],-0.08077971931800404,0.922396855275604,0.9152845024647549,0.929564475669778,5.5509622036671086e-93
lags_raw_plus_flipflops,C(dow)[T.2],-0.10932851643572364,0.8964358752013157,0.8894906110187389,0.9034353689552542,4.405542143645607e-167
lags_raw_plus_flipflops,C(dow)[T.3],-0.11301732548145431,0.8931351859848665,0.8862017903649102,0.9001228265582246,1.0448329945028198e-177
lags_raw_plus_flipflops,C(dow)[T.4],-0.10635876443331878,0.8991020243781587,0.8921429928027991,0.9061153388665238,1.5057232537353946e-158
lags_raw_plus_flipflops,C(dow)[T.5],-0.08717766330260669,0.9165142502191735,0.9094817169658623,0.9236011622720103,5.075774043556189e-109
lags_raw_plus_flipflops,C(dow)[T.6],0.0034893252688566905,1.0034954200511035,0.9959903422449313,1.0110570508081302,0.3622928853868328
lags_raw_plus_flipflops,t2m_lag0,-0.0013880701200078994,0.9986128928037343,0.9973446263617893,0.9998827720279868,0.032292500912934397
lags_raw_plus_flipflops,t2m_lag1,-0.007483891908591388,0.9925440426805376,0.9910869454796587,0.9940032821074469,1.7854606250170446e-23
lags_raw_plus_flipflops,t2m_lag2,-0.0018136957429418835,0.9981879480092765,0.9967930972163436,0.9995847506703954,0.011018707881526908
lags_raw_plus_flipflops,t2m_lag3,-0.008275066190163135,0.9917590779235516,0.9906555630357486,0.9928638220429392,4.4754302581169155e-48
