component,singular_value,trajectory_energy_fraction,cumulative_trajectory_energy_fraction,dominant_period_days,dominant_spectral_power,provisional_period_label
1,34418.75935105814,0.23943282934234963,0.23943282934234963,5478.0,0.060528261121777095,trend_or_low_frequency
2,7503.998615369347,0.011380956526038098,0.2508137858683877,365.2,3.6092692487781215,annual
3,7485.8698964715495,0.011326033025118991,0.2621398188935067,365.2,3.60720283501136,annual
4,3312.228680538873,0.002217348215636672,0.26435716710914337,38.57746478873239,0.48445533056311335,seasonal_subannual
5,3304.212386264766,0.0022066282998408145,0.26656379540898417,38.57746478873239,0.48039712801034296,seasonal_subannual
6,3220.2390248215575,0.002095894854317183,0.26865969026330133,17.11875,0.4083900423790419,subseasonal
7,3218.407214009811,0.002093511061778791,0.27075320132508013,17.11875,0.4009176012195524,subseasonal
8,3172.407934410639,0.0020340954518031943,0.27278729677688335,8.778846153846153,0.40682925940322595,subseasonal
9,3170.981689219653,0.0020322668933224885,0.2748195636702058,8.778846153846153,0.3641603772523042,subseasonal
10,3163.477455046618,0.002022659419910624,0.27684222309011647,10.61627906976744,0.43974720090912506,subseasonal
11,3162.211619661913,0.002021041047944524,0.278863264138061,10.61627906976744,0.40764837240508195,subseasonal
12,3137.6111266515986,0.001989717899054118,0.2808529820371151,16.15929203539823,0.3681276462930947,subseasonal
13,3136.5130845771378,0.001988325494715427,0.28284130753183057,16.15929203539823,0.24821068223615683,subseasonal
14,3135.2511678480337,0.001986725886237905,0.28482803341806845,5.5784114052953155,0.45283427468419946,high_frequency
15,3134.2911377874757,0.001985509381112349,0.2868135427991808,5.5784114052953155,0.3265235611885279,high_frequency
16,3033.4250339792898,0.0018597724375008444,0.28867331523668166,48.47787610619469,0.12072978939307238,seasonal_subannual
17,3027.8844195552956,0.0018529848153353424,0.290526300052017,48.47787610619469,0.12345302322287591,seasonal_subannual
18,2979.8127886369607,0.001794614751756346,0.29232091480377337,7.715492957746479,0.36618450720371626,subseasonal
19,2978.8624506638575,0.0017934702378526108,0.29411438504162596,7.715492957746479,0.3663638489137561,subseasonal
20,2898.332487929734,0.0016978123322409003,0.2958121973738669,9.300509337860781,0.2031443198961239,subseasonal
21,2898.160766378962,0.0016976111528863142,0.2975098085267532,9.300509337860781,0.24222591420357573,subseasonal
22,2894.340384082217,0.0016931384893737367,0.29920294701612693,182.6,0.09705537018658461,semiannual
23,2874.413878601555,0.0016699054271173829,0.3008728524432443,30.775280898876407,0.10697333177151394,seasonal_subannual
24,2873.721134810787,0.0016691006180215237,0.3025419530612658,30.775280898876407,0.12498818586949127,seasonal_subannual
25,2865.3114579530097,0.0016593459774092588,0.30420129903867504,10.869047619047619,0.11957382718101307,subseasonal
26,2862.8803990127426,0.0016565314445860168,0.30585783048326104,10.869047619047619,0.15576921521722578,subseasonal
27,2860.4121982202287,0.0016536763551924622,0.3075115068384535,58.27659574468085,0.09741109530634043,seasonal_subannual
28,2860.2149709260325,0.0016534483189191715,0.3091649551573727,58.27659574468085,0.10390178981507596,seasonal_subannual
29,2852.255646688032,0.0016442587857419051,0.3108092139431146,8.681458003169572,0.2916114354471373,subseasonal
30,2851.4221773913177,0.0016432979749642783,0.3124525119180789,8.681458003169572,0.2949940796510899,subseasonal
31,2836.792022673434,0.001626478279237037,0.3140789901973159,182.6,0.11011635052582419,semiannual
32,2827.9553511365602,0.0016163610280402077,0.3156953512253561,6.422039859320046,0.3366267089275395,high_frequency
33,2827.74132760608,0.0016161163804696349,0.31731146760582574,6.422039859320046,0.3454140317464806,high_frequency
34,2821.663229855282,0.0016091763139968426,0.31892064391982256,23.817391304347826,0.11264877745583769,subseasonal
35,2819.218881459255,0.0016063895293838698,0.3205270334492064,23.817391304347826,0.047555200354953954,subseasonal
36,2812.1188709331113,0.0015983085529095262,0.32212534200211596,19.288732394366196,0.1446400187985396,subseasonal
37,2811.820270424359,0.0015979691430690378,0.323723311145185,19.288732394366196,0.20451677370597135,subseasonal
38,2803.437459645531,0.0015884553734301881,0.32531176651861515,69.34177215189874,0.09325724347908701,seasonal_subannual
39,2800.0157993687644,0.0015845802466511005,0.32689634676526624,69.34177215189874,0.08403783168805261,seasonal_subannual
40,2744.266889834309,0.0015221097416742019,0.32841845650694046,182.6,0.048107123737071995,semiannual
