component,singular_value,trajectory_energy_fraction,cumulative_trajectory_energy_fraction,dominant_period_days,dominant_spectral_power,provisional_period_label
1,20.337255599056828,0.007492282539333532,0.007492282539333532,5478.0,5.966369714800678e-07,trend_or_low_frequency
2,11.563045169204187,0.0024219986520008746,0.009914281191334407,8.312594840667678,8.576274634945232e-06,subseasonal
3,11.559429270727973,0.002420484114646813,0.01233476530598122,8.312594840667678,8.561771717118441e-06,subseasonal
4,10.536168061583599,0.002010920176471529,0.01434568548245275,15.741379310344827,4.411764642180594e-06,subseasonal
5,10.531083152090549,0.0020089796456098366,0.016354665128062586,15.741379310344827,5.109601906124601e-06,subseasonal
6,10.52482749352572,0.002006593612210617,0.018361258740273202,4.078927773641102,4.11875511053746e-06,high_frequency
7,10.522178241318162,0.0020055835617359134,0.020366842302009115,4.078927773641102,4.501418678385939e-06,high_frequency
8,10.409889288687898,0.0019630062133674923,0.02232984851537661,2.014711290915778,6.4816226094440935e-06,high_frequency
9,10.38891158889977,0.001955102601296572,0.02428495111667318,2.014711290915778,6.424976853705676e-06,high_frequency
10,10.26119510538966,0.0019073278202824564,0.026192278936955637,3.9811046511627906,4.346055903704781e-06,high_frequency
11,10.257433236555492,0.0019059295812331222,0.02809820851818876,3.9811046511627906,4.291185310774522e-06,high_frequency
12,10.019791430425744,0.0018186403215207808,0.02991684883970954,3.1267123287671232,3.6940655977858034e-06,high_frequency
13,10.010190938829659,0.001815156920364963,0.031732005760074504,3.1267123287671232,3.315613553584246e-06,high_frequency
14,9.982461466764617,0.0018051144289442866,0.03353712018901879,2.769464105156724,5.6336246093871105e-06,high_frequency
15,9.97425088804167,0.0018021462353742489,0.03533926642439304,2.769464105156724,5.270671753396065e-06,high_frequency
16,9.917928243323162,0.0017818509644175653,0.03712111738881061,2.581526861451461,5.2112820127907476e-06,high_frequency
17,9.910597262280683,0.0017792177757975035,0.03890033516460811,2.581526861451461,5.275620045685756e-06,high_frequency
18,9.745182653996643,0.001720320718784093,0.040620655883392205,7.343163538873995,3.619182347686949e-06,subseasonal
19,9.740747584871453,0.0017187552262911934,0.0423394111096834,7.343163538873995,3.885236622207819e-06,subseasonal
20,9.71333472854008,0.0017090948400235995,0.044048505949707,33.40243902439024,5.269822240568577e-06,seasonal_subannual
21,9.708075075020208,0.0017072444326901785,0.04575575038239718,33.40243902439024,4.3272967448004e-06,seasonal_subannual
22,9.692865525343269,0.0017018991756464757,0.04745764955804366,2.216916228247673,3.2857824202656453e-06,high_frequency
23,9.685666350146164,0.0016993720137372964,0.04915702157178095,2.216916228247673,4.202788714516708e-06,high_frequency
24,9.527220628407187,0.001644227463632118,0.05080124903541307,5.007312614259598,4.715048953803683e-06,high_frequency
25,9.517584803019638,0.0016409032041640162,0.052442152239577086,5.007312614259598,4.498859339700204e-06,high_frequency
26,9.430705250502845,0.001611082557819396,0.05405323479739648,3.239503252513306,3.740279115468928e-06,high_frequency
27,9.42996466198787,0.0016108295327574092,0.05566406433015389,3.239503252513306,2.6970115658551807e-06,high_frequency
28,9.410737136930804,0.001604267325925813,0.0572683316560797,2.6085714285714285,2.1537104558877017e-06,high_frequency
29,9.380294203030209,0.0015939047774690626,0.058862236433548765,2.6085714285714285,1.8853724337040843e-06,high_frequency
30,9.355569087473475,0.0015855132408972043,0.060447749674445966,4.6502546689303905,4.100710429365592e-06,high_frequency
31,9.324272704325717,0.0015749232205027463,0.06202267289494871,4.6502546689303905,3.1505024137447193e-06,high_frequency
32,9.290526318106743,0.001563543932820702,0.06358621682776941,2.691891891891892,8.939561342413058e-07,high_frequency
33,9.275312529476492,0.0015584273335168394,0.06514464416128625,16.650455927051674,1.1031755998076232e-06,subseasonal
34,9.267287646894495,0.0015557318370096969,0.06670037599829595,16.650455927051674,4.000339114652207e-06,subseasonal
35,9.262651969890351,0.0015541758118127963,0.06825455181010875,2.691891891891892,2.3506412495677162e-06,high_frequency
36,9.196389060630871,0.0015320189072257654,0.06978657071733452,6.325635103926096,7.560049808350481e-07,high_frequency
37,9.176519144393078,0.0015254058330449363,0.07131197655037945,6.325635103926096,1.062739693048814e-06,high_frequency
38,9.145942459595942,0.0015152572906716878,0.07282723384105114,6.664233576642336,7.25985423335429e-07,high_frequency
39,9.142459593512058,0.0015141034602384005,0.07434133730128954,2.558617468472676,3.2221536697823434e-07,high_frequency
40,9.130605698452,0.0015101797047424846,0.07585151700603203,2.558617468472676,1.1585639996843723e-06,high_frequency
41,9.123178579900223,0.0015077238497346252,0.07735924085576665,2.558617468472676,6.094530571518695e-07,high_frequency
42,9.109354705961387,0.0015031581617096744,0.07886239901747633,2.094837476099426,4.783610649096167e-07,high_frequency
43,9.087471516955684,0.0014959448331910883,0.08035834385066741,4.28974158183242,5.312406795394932e-07,high_frequency
44,9.078915689406124,0.00149312930395161,0.08185147315461902,2.094837476099426,1.001554844676966e-06,high_frequency
45,9.067815831891446,0.0014894805441834134,0.08334095369880243,4.28974158183242,8.129318048948883e-07,high_frequency
46,8.96090196679125,0.001454564235534441,0.08479551793433687,2.0303928836174943,1.0885404362917562e-06,high_frequency
47,8.946680472844383,0.00144995093622156,0.08624546887055844,2.949919224555735,1.6308693633126865e-06,high_frequency
48,8.930417098924055,0.0014446842540532415,0.08769015312461167,2.0303928836174943,2.403848096068418e-06,high_frequency
49,8.899290155146815,0.0014346309192357985,0.08912478404384748,2.949919224555735,1.3404977645122144e-06,high_frequency
50,8.87565092858098,0.0014270194081229695,0.09055180345197045,7.70464135021097,5.50487528276546e-07,subseasonal
51,8.856312363093455,0.0014208077072799432,0.09197261115925039,3.901709401709401,1.1382036813770672e-06,high_frequency
52,8.84511456614083,0.0014172170800695002,0.09338982823931989,7.70464135021097,1.1370606366557164e-06,subseasonal
53,8.828804605775455,0.0014119953403188513,0.09480182357963875,3.901709401709401,2.3786685360023335e-07,high_frequency
54,8.801215081458988,0.0014031843147254029,0.09620500789436415,11.248459958932237,2.3735373213833782e-07,subseasonal
55,8.780869080932412,0.0013967042572363385,0.09760171215160049,29.61081081081081,1.8420883191667242e-07,subseasonal
56,8.754490114216289,0.0013883250699208522,0.09899003722152135,11.248459958932237,1.8086658037287464e-07,subseasonal
57,8.748416080978807,0.0013863992450896417,0.10037643646661099,11.248459958932237,1.236531204210421e-07,subseasonal
58,8.719712347451715,0.0013773165607981648,0.10175375302740915,11.111561866125761,3.680982231299417e-07,subseasonal
