group,components,number_of_components,dominant_period_days,dominant_frequency_cycles_per_day,dominant_power,frequency_label,group_variance
baseline,1,1,5478.0,0.00018254837531945966,1.9135799867560825,trend_or_low_frequency,5.775440973802715
annual_primary,"2,3",2,365.2,0.002738225629791895,20.1284712747307,annual,19.632341702163657
interannual_long_candidate,"4,5",2,1826.0,0.000547645125958379,2.9484334413539055,trend_or_low_frequency,2.989702766437244
low_frequency_1369d_candidate,6,1,1369.5,0.0007301935012778386,0.2266343082984728,trend_or_low_frequency,1.5318133859787577
semiannual,"7,8",2,182.6,0.00547645125958379,1.696648569222823,semiannual,1.6394934240661478
interannual_1096d_candidate,9,1,1095.6,0.0009127418765972983,0.07039972924237312,interannual,0.4050447875708042
annual_secondary_304d,"10,11",2,304.3333333333333,0.0032858707557502738,0.46214188959614777,annual,0.41186260819512543
weekly_high_frequency,"12,13",2,6.996168582375479,0.1429353778751369,0.4192837998262454,high_frequency,0.6268338252873095
