,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0.9999999999999999,0.0006180805307246846,0.0006091519535227964,0.006628217162017511,0.0031859623138933268,0.007175718644467795,-1.7037089512943956e-05,0.0012580652721382215,-0.0016182217847774709,7.249079367639619e-05,6.117780884237149e-05,1.4258547674449769e-07,6.69560550501594e-08,0.0007177933994866572,-0.0024939487351320847,2.293227668449189e-05,-0.00014427839951042907,-0.0037638988546208553,0.0018990796962831266,0.00027676841175008665,-3.5088431062559645e-06,0.00017756062402148919,-0.00016076314386280052,-4.36880175016643e-05,4.9146348451556825e-06,4.995545696041567e-06,1.34742636727604e-05,2.270621438249069e-05,-4.54541915670824e-06,-1.1649345155591265e-08,8.110056960998458e-09,4.8906096056607215e-06,5.666446635375243e-06,-2.79805672823731e-06,5.478200985419934e-06,2.8806938037564473e-06,1.104214502199277e-06,0.0001381918061155217,8.845323044193993e-05,5.112758921250873e-05
2,0.0006180805307246846,1.0,0.9915754985491465,0.00046101178635518425,0.0008306115828398453,-0.004967937240938922,0.0007598504847483327,0.0012114123914363586,0.00841821500584629,0.003579925718106951,0.004063092265076765,-4.0133111600328536e-07,-1.4402902506245716e-06,-0.012029418547606256,0.0012006982655090783,0.0031153231702206567,0.0015146914420473235,0.0040819378798832165,-0.0030007864695375626,0.0010492873431296342,4.326482143094597e-05,0.0012020948822596019,0.0010239305682777397,0.0028300369587974986,0.0001805259523950232,7.899934390023161e-05,0.0002263843089801901,0.000369429887585145,0.000600915389321253,5.683985893481074e-08,3.554179722597246e-07,0.00012264355916920104,0.0006392508882852847,9.24133333605226e-07,0.000406856563901598,7.272134642136402e-05,0.00017127556747787405,-0.005455793367386619,-0.0051747180769902085,-0.002002330918672572
3,0.0006091519535227964,0.9915754985491465,0.9999999999999998,0.002639572201252214,0.0026052381365746996,0.010850048155296612,0.0009026098702500417,0.0013800083482185528,-0.0032474851796535716,0.004647163234740062,0.00412412739275966,1.2833104245028061e-06,3.101526923452299e-06,0.02440687494389056,0.006933727695353598,0.012004857604023918,0.010008925335143285,0.006531519774837781,0.004820437319335252,0.0018437763366947152,3.321782346491087e-05,0.0024894780457047315,0.0015310048584820852,0.0028710957143710135,0.00038313871523048133,-4.666991745617838e-05,0.0002725324352028189,-0.0001446056148509582,-9.205869367299294e-05,2.620387431739281e-07,-5.3927670516821486e-08,0.0003509147011990675,-0.0003749609855760302,0.0010492357722098865,0.00026921651535430363,-1.5833183148315516e-05,-8.83292309141251e-05,0.006542200205266198,0.006306711611212845,0.0024306551620882078
4,0.006628217162017511,0.00046101178635518425,0.002639572201252214,1.0,0.7077704624713864,0.19697344104834716,0.00038314258413895145,0.04391806313510839,0.1541654573780698,0.006317381152520167,0.0005138383481344827,1.2361215685949869e-06,2.5819926650624164e-07,0.0056948574732940595,0.04949690940821189,0.001510524758973878,0.010416330310958696,0.06521302731211662,0.006307043104154769,0.00046601508763103276,7.493786760532175e-05,0.0003703645030541702,0.0021937555726541393,0.00045293548757670857,3.090162022684034e-05,3.5520296147659264e-05,8.264078010994917e-05,4.340220629735398e-05,0.00017851711583435431,1.934434579634912e-07,5.991539886536915e-08,4.353999262285435e-05,2.647717075665721e-05,4.8649605283381516e-05,7.190213060940723e-05,9.299526271716207e-07,-4.599011570721666e-06,0.0007884198819003402,0.0007268282310782753,0.00033278590957429305
5,0.0031859623138933268,0.0008306115828398453,0.0026052381365746996,0.7077704624713864,1.0,0.2614857944309703,0.00045074935023792164,0.054617719699404065,0.09049103614133419,0.004670056549875553,0.001130930424928192,1.1002059248565131e-06,5.769163568651903e-07,0.007611624390071819,0.024989709012094335,0.002721497455015862,0.006019231358540141,0.03293238226708474,0.009377492943696683,0.001170110763324193,4.06137683873591e-05,0.0009836350950945853,0.001149459803340871,0.0008850283438469883,0.00011351502485174975,3.8467758730224396e-05,0.00016202640591199703,0.00014401453726203627,0.00017382726852761596,1.3621958181338708e-07,1.468091177294688e-07,0.00016153297054210465,9.527776195953665e-05,0.00019102789945450737,0.00014487643193185655,2.4013099900803815e-05,2.1411384647449246e-05,0.0014890624431244928,0.0014205893565642014,0.0005877410102306002
6,0.007175718644467795,-0.004967937240938922,0.010850048155296612,0.19697344104834716,0.2614857944309703,1.0,0.2460848329794561,0.4441100171178661,0.2600334258365634,0.022841287726485505,0.007811885823626691,1.7696391665306796e-05,1.0060459477124744e-05,0.04292114368557028,0.0007529126107730231,0.018264227085296812,0.019913972487436316,-0.000807252321039681,0.04204717297554178,0.006755085972725222,8.816614198579493e-05,0.0067661293263305425,0.0025568551819329195,0.005905464739260426,0.0013252204280729833,0.00033990320387058693,0.0020395003742163962,0.003459732560131051,0.003618825930575878,1.3745968283255794e-06,1.1692950798629011e-07,6.136420762410417e-07,0.0008186789445626687,0.0039920939678577344,0.004901428210663856,0.00018626815442521517,7.502284969050256e-05,0.0038992365138777007,0.0035542823298626413,-0.0010987711391090354
7,-1.7037089512943956e-05,0.0007598504847483327,0.0009026098702500417,0.00038314258413895145,0.00045074935023792164,0.2460848329794561,0.9999999999999999,0.9697121563059626,0.002682456975890569,0.0010761212544879671,0.001280726493979335,7.608849940368835e-06,4.7339341938606265e-06,-0.0013973207112356115,0.0012202274509934587,0.0008902665315695605,0.004962225715731861,0.0019309435143294422,-0.00044310796939589275,0.0004398411679392847,3.345837307000826e-05,0.001035776811826733,0.002369451710308858,0.0034439997484460496,0.0014741843354885687,0.0002481567523126723,0.0012873543595052605,0.0044653007870301105,0.00482070465682271,2.3204526092613673e-06,1.8548859543775225e-06,0.0032112912737004024,0.002889588874055792,0.009072019852792441,0.008750846239102631,0.00010679345640278309,0.00016893702724825137,0.00045965553318257264,0.0007121025672959351,0.0012640444483504713
8,0.0012580652721382215,0.0012114123914363586,0.0013800083482185528,0.04391806313510839,0.054617719699404065,0.4441100171178661,0.9697121563059626,1.0,0.126669325254357,0.01059919172932058,0.004883025743428138,6.23745194607409e-06,1.5807175919170817e-06,-0.005607079804279269,0.004363418221317666,0.000661696199616712,0.0045519293951887625,0.0031383844628380393,0.006008545336760089,0.004494509060608287,3.687017072472314e-05,0.006285698884328305,0.00013819694778842691,0.010638079829849982,0.0005274544968325738,0.00010415446838384521,0.0002490171116469533,0.003358860429799871,0.004059432226376237,2.8644920208692757e-06,2.3568241065743722e-06,0.008037236272786788,0.003857691906772631,0.014527013353542334,0.009937788202427012,4.463388644197386e-05,8.18575082657287e-05,0.00275949393205667,0.0025057164790993846,0.0051026204263727795
9,-0.0016182217847774709,0.00841821500584629,-0.0032474851796535716,0.1541654573780698,0.09049103614133419,0.2600334258365634,0.002682456975890569,0.126669325254357,1.0,0.16927476114244916,0.11412341937211933,0.0002122501876317699,0.0001669192866699594,0.16171478965856173,0.04265804720844024,0.03162033474870454,0.0980802061340712,0.06723950609222852,0.15801836358317448,0.028149360851778694,0.0003370068441867923,0.026163896866931137,0.010773166688501356,0.02961649350657085,0.0037153059806349256,0.0003004935203216556,0.003052738175634351,0.0019977695814908333,0.0021493582260871534,3.5016855884702656e-06,4.674664306599074e-06,0.0010956354684859223,0.0013961107419693914,0.002916696427600528,0.0030202401639224104,0.00014354460828084673,0.00029173279845122143,0.008104277414195747,0.01107873649971785,0.0013440033588997956
10,7.249079367639619e-05,0.003579925718106951,0.004647163234740062,0.006317381152520167,0.004670056549875553,0.022841287726485505,0.0010761212544879671,0.01059919172932058,0.16927476114244916,0.9999999999999999,0.996654690981937,2.2423139329538086e-05,2.0479154759718456e-05,0.13966705515562802,0.021334958444831912,0.11808362097875647,0.18114468228160116,0.018070638747235673,0.04465515458002615,0.016360063871111365,0.00034127347090293813,0.02047060253457798,0.01132799771969211,0.0364381066698953,0.0024061436867360954,0.00022276908323017337,0.004086385425391008,0.00022786670703713597,0.001159143485677027,6.39371995584164e-07,8.720199817720233e-07,0.0016762130383974777,0.0005450722615223919,0.0050674825061873,0.0034667277018344857,8.679898415198468e-05,0.00016141120122287574,0.0005509375476266087,-0.00030692193822138604,7.350108632823337e-05
