component,singular_value,trajectory_energy_fraction,cumulative_trajectory_energy_fraction,dominant_period_days,dominant_spectral_power,provisional_period_label
1,37541.934844521464,0.733763468004517,0.733763468004517,5478.0,0.015499934662728919,trend_or_low_frequency
2,15320.71404189953,0.12220269836031888,0.8559661663648359,365.2,15.652753454793826,annual
3,15218.991752161723,0.12058534930646089,0.9765515156712968,365.2,15.225382337671492,annual
4,1171.5638326508808,0.0007145863147381868,0.977266101986035,182.6,0.08403323543135974,semiannual
5,1169.7787246053722,0.0007124103480177774,0.9779785123340528,182.6,0.0831547311333803,semiannual
6,683.4408250008019,0.0002431781877529764,0.9782216905218057,121.73333333333333,0.0284349368073055,seasonal_subannual
7,680.3729211687154,0.00024099987824156667,0.9784626904000473,121.73333333333333,0.02797181295937446,seasonal_subannual
8,587.4417816632119,0.00017966043512654414,0.9786423508351738,322.235294117647,0.018225806855478713,annual
9,582.4637477883529,0.0001766284195810218,0.9788189792547548,322.235294117647,0.01768008167312014,annual
10,552.696552968458,0.00015903631141428852,0.9789780155661691,71.14285714285714,0.018534217420264044,seasonal_subannual
11,552.0453092526526,0.00015866174646135008,0.9791366773126305,71.14285714285714,0.018071158267840864,seasonal_subannual
12,530.372004041426,0.00014644817551352936,0.9792831254881441,99.6,0.012801506092093344,seasonal_subannual
13,529.3034330213491,0.00014585865483702397,0.9794289841429812,99.6,0.013120118775587563,seasonal_subannual
14,429.2585507101662,9.593138007534735e-05,0.9795249155230565,62.96551724137931,0.002840292377854115,seasonal_subannual
15,428.6464701245387,9.565799764727846e-05,0.9796205735207039,62.96551724137931,0.006761943083477342,seasonal_subannual
16,427.98732407010124,9.536402992830197e-05,0.9797159375506321,161.1176470588235,0.002806322546085743,semiannual
17,426.4112389494834,9.46629573819674e-05,0.979810600508014,161.1176470588235,0.007226274234723158,semiannual
18,416.7992229005928,9.044333821921654e-05,0.9799010438462332,91.3,0.002495008858848007,seasonal_subannual
19,416.5313594923701,9.03271255455188e-05,0.9799913709717787,29.294117647058822,0.003807137695453398,subseasonal
20,415.24483318068695,8.977000658280326e-05,0.9800811409783615,29.294117647058822,0.005443138638859965,subseasonal
21,414.0638200959302,8.926009639545582e-05,0.980170401074757,91.3,0.001561414722904437,seasonal_subannual
22,411.73069705623624,8.825702367421482e-05,0.9802586580984312,421.38461538461536,0.0005964678743744523,annual
23,410.14122309610474,8.757691182321084e-05,0.9803462350102544,195.64285714285714,0.00185133534967126,semiannual
24,407.79409324177504,8.657742088675916e-05,0.9804328124311412,195.64285714285714,0.0029092653228248457,semiannual
25,400.03847077312537,8.331559482546065e-05,0.9805161280259667,913.0,0.004758817399653913,interannual
26,391.1600393190654,7.965843037746187e-05,0.9805957864563442,50.25688073394495,0.0015484530363839124,seasonal_subannual
27,390.63434737570947,7.94444634494412e-05,0.9806752309197936,50.25688073394495,0.004763377140472164,seasonal_subannual
28,389.8146108194299,7.911138879147621e-05,0.980754342308585,421.38461538461536,0.0013937057556470147,annual
29,387.83054099492466,7.83081194283336e-05,0.9808326504280134,50.25688073394495,0.002030517658077368,seasonal_subannual
30,379.69692203089147,7.505799094654769e-05,0.9809077084189599,30.265193370165743,0.005346216265121193,seasonal_subannual
31,379.2862956969513,7.489573457747096e-05,0.9809826041535373,30.265193370165743,0.005365734026237464,seasonal_subannual
32,375.5334083761861,7.342093998653259e-05,0.9810560250935239,152.16666666666666,0.005682106398064811,semiannual
33,374.46681815054825,7.300447185312148e-05,0.981129029565377,152.16666666666666,0.005477992061011366,semiannual
34,370.35320493558197,7.14093363539548e-05,0.9812004389017309,15.696275071633236,0.006667776348527365,subseasonal
35,370.0123869775434,7.127796778183452e-05,0.9812717168695128,15.696275071633236,0.006678525532208983,subseasonal
36,364.1015931396045,6.901888529411091e-05,0.9813407357548068,8.312594840667678,0.002601593192201893,subseasonal
37,363.95579254083157,6.896362060874487e-05,0.9814096993754156,8.312594840667678,0.0020856738972533013,subseasonal
38,363.8299299977034,6.891593110353081e-05,0.9814786153065191,8.312594840667678,0.0016185301107992257,subseasonal
39,363.57211643032383,6.881829665687841e-05,0.981547433603176,20.13970588235294,0.0025023403979092763,subseasonal
40,353.3929950652623,6.501875598537927e-05,0.9816124523591614,22.825,0.004134727690309756,subseasonal
41,353.2406807292445,6.496272117654729e-05,0.9816774150803379,22.825,0.003927885297200122,subseasonal
42,350.3266053590412,6.389531625610949e-05,0.981741310396594,61.55056179775281,0.0011531503119747793,seasonal_subannual
43,349.8960663326456,6.373836258616677e-05,0.9818050487591802,32.41420118343195,0.0031046765803335063,seasonal_subannual
44,349.34427604261356,6.353748877798185e-05,0.9818685862479581,32.41420118343195,0.002322605801178427,seasonal_subannual
45,348.93027611115747,6.33869843537738e-05,0.981931973232312,61.55056179775281,0.0030393168922334757,seasonal_subannual
46,346.61992195378616,6.255036131557539e-05,0.9819945235936275,273.9,0.0005065031039206464,semiannual
