date,original,annual,seasonal_subannual,semiannual,subseasonal,trend,reconstructed_without_noise,residual
2005-01-01,-1.6488037,-10.402315665299101,0.5942302753572639,-0.9825191395459968,-1.2371566514978571,13.122291029724714,1.0945298487390236,-2.743333548739024
2005-01-02,-1.1027527,-10.478670624969201,0.885625378380204,-0.9751253214635541,-1.0210793829262832,13.12823965064759,1.5389896996687558,-2.6417423996687557
2005-01-03,4.3505554,-10.554311486982005,1.1232202506555509,-0.9624962563604739,-0.4352566863489035,13.132647283521244,2.3038031044854126,2.0467522955145876
2005-01-04,5.7543945,-10.636217385410312,1.2372058410174198,-0.9523542305682162,0.20916335915967843,13.132261513842174,2.990059098040744,2.764335401959256
2005-01-05,1.0656128,-10.720074655328016,1.249195495864814,-0.9425343679148206,0.7086660549480052,13.129260699605146,3.4245132271751277,-2.3589004271751275
2005-01-06,1.3544006,-10.800000139046357,1.2153411286443307,-0.9294727710024409,0.9203277888672899,13.12653355054829,3.5327295580111127,-2.1783289580111127
2005-01-07,4.646942,-10.87641616872967,1.1455219004118364,-0.9138319792384108,0.6663190526296133,13.123891925147252,3.1454847302206215,1.5014572697793787
2005-01-08,1.7946472,-10.951899253979741,1.0417125887712912,-0.8978662704555338,-0.0218775534692114,13.120084413262024,2.2901539241288287,-0.4955067241288287
2005-01-09,1.6760864,-11.023306687047201,0.943150533870544,-0.8797143888589576,-0.7776293331766932,13.116662503968493,1.3791626287561858,0.2969237712438142
2005-01-10,1.3103027,-11.090392364403238,0.8686959402602362,-0.8593165878336582,-1.2259844922246403,13.113749284865083,0.8067517806637827,0.5035509193362173
2005-01-11,1.6161194,-11.153198111436001,0.8283237319967645,-0.8367707791504942,-1.1519156403566484,13.111320181797483,0.7977593828511029,0.8183600171488972
2005-01-12,0.16461182,-11.211439285420816,0.8212642848514958,-0.811891691017485,-0.6062026713794094,13.109504943190805,1.301235580224592,-1.136623760224592
2005-01-13,2.4735718,-11.264622003610993,0.8426317997834961,-0.7843904025977508,0.14594760050602557,13.108536840327398,2.048103834408174,0.4254679655918263
2005-01-14,4.0799866,-11.314217856433098,0.8707668402206228,-0.7554506676124282,0.7369140565592228,13.107686108476406,2.645698481210726,1.434288118789274
2005-01-15,2.469757,-11.358871887532917,0.89034859850652,-0.724260020163001,0.932115797704435,13.107633544414169,2.846966032929206,-0.37720903292920616
2005-01-16,1.8267517,-11.398747907403825,0.8925826302960375,-0.6909107196513078,0.731340364049448,13.108284674308859,2.64254904159921,-0.8157973415992101
2005-01-17,1.2380981,-11.434073497641513,0.8709883985860686,-0.6555930737989764,0.3117062180583787,13.109517781606428,2.202545826810386,-0.9644477268103862
2005-01-18,2.7676697,-11.465575865436453,0.8248177540301052,-0.6189281519997298,-0.09262346853294376,13.11096469107489,1.7586549591358693,1.0090147408641306
2005-01-19,2.6843567,-11.494120365057997,0.7579553385219004,-0.5816204852330895,-0.3272713972481641,13.11219618313998,1.46713927412263,1.21721742587737
2005-01-20,1.3070374,-11.519875400174628,0.6843558732600501,-0.5438323550106942,-0.3615988292837925,13.113123753374316,1.372173042165251,-0.06513564216525092
2005-01-21,0.3708191,-11.542235470398433,0.6229275704813839,-0.5052170494026478,-0.2639654373105354,13.114040638760937,1.425550252130705,-1.054731152130705
2005-01-22,1.5896606,-11.561577255034058,0.5874110427397067,-0.4660799041792958,-0.1271431060844138,13.114754072057849,1.5473648494997878,0.04229575050021217
2005-01-23,0.6099243,-11.578483306449755,0.5827114832351799,-0.4269449951657774,0.01236710560386993,13.114977745905385,1.7046280331289019,-1.094703733128902
