prefecture_code,year,population
JP-23,2011,7411474.8
JP-23,2012,7421322.6
JP-23,2013,7434170.4
JP-23,2014,7451018.2
JP-23,2015,7399515.0
JP-23,2016,7497759.0
JP-23,2017,7509652.0
JP-23,2018,7519545.0
JP-23,2019,7544438.0
JP-23,2020,7337836.0
JP-24,1975,1625880.0
JP-24,1976,1639520.8
JP-24,1977,1652891.6
JP-24,1978,1664262.4
JP-24,1979,1676633.2
JP-24,1980,1686785.0
JP-24,1981,1701861.0
JP-24,1982,1713883.0
JP-24,1983,1722905.0
JP-24,1984,1731927.0
JP-24,1985,1747185.0
JP-24,1986,1756248.8
JP-24,1987,1767548.6
JP-24,1988,1774848.4
JP-24,1989,1787148.2
JP-24,1990,1791928.0
JP-24,1991,1803188.2
JP-24,1992,1811928.4
JP-24,1993,1816668.6
JP-24,1994,1828408.8
JP-24,1995,1841116.0
JP-24,1996,1847777.4
JP-24,1997,1861405.8
JP-24,1998,1863034.2
JP-24,1999,1868662.6
JP-24,2000,1856477.0
JP-24,2001,1861544.4
JP-24,2002,1864797.8
JP-24,2003,1866051.2
JP-24,2004,1869304.6
JP-24,2005,1864293.0
JP-24,2006,1872317.2
JP-24,2007,1872076.4
JP-24,2008,1875835.6
JP-24,2009,1869594.8
JP-24,2010,1841947.0
JP-24,2011,1848021.8
JP-24,2012,1836689.6
JP-24,2013,1829357.4
JP-24,2014,1825025.2
JP-24,2015,1795258.0
JP-24,2016,1804137.2
JP-24,2017,1795581.4
JP-24,2018,1785025.6
JP-24,2019,1775469.8
JP-24,2020,1729125.0
JP-25,1975,985403.0
JP-25,1976,1007190.2
JP-25,1977,1027451.4
JP-25,1978,1045712.6
JP-25,1979,1064973.8
JP-25,1980,1079787.0
JP-25,1981,1096484.4
JP-25,1982,1110604.8
JP-25,1983,1123725.2
JP-25,1984,1138845.6
JP-25,1985,1155670.0
JP-25,1986,1168495.0
JP-25,1987,1180024.0
JP-25,1988,1194553.0
JP-25,1989,1209082.0
JP-25,1990,1220614.0
JP-25,1991,1235514.4
JP-25,1992,1244417.8
JP-25,1993,1257321.2
JP-25,1994,1269224.6
JP-25,1995,1286801.0
JP-25,1996,1300033.4
JP-25,1997,1308938.8
JP-25,1998,1325844.2
JP-25,1999,1333749.6
JP-25,2000,1342161.0
JP-25,2001,1352648.2
JP-25,2002,1362641.4
JP-25,2003,1371634.6
JP-25,2004,1373627.8
JP-25,2005,1378938.0
JP-25,2006,1387378.8
JP-25,2007,1397136.6
JP-25,2008,1400894.4
JP-25,2009,1403652.2
JP-25,2010,1396692.0
JP-25,2011,1411496.8
JP-25,2012,1413583.6
JP-25,2013,1415670.4
JP-25,2014,1412757.2
JP-25,2015,1398457.0
JP-25,2016,1407378.0
JP-25,2017,1412912.0
JP-25,2018,1408446.0
JP-25,2019,1409980.0
JP-25,2020,1380627.0
JP-26,1975,2423727.0
JP-26,1976,2452261.0
JP-26,1977,2475400.0
JP-26,1978,2496539.0
JP-26,1979,2514678.0
JP-26,1980,2526948.0
JP-26,1981,2540045.0
JP-26,1982,2556040.0
JP-26,1983,2572035.0
JP-26,1984,2581030.0
JP-26,1985,2585739.0
JP-26,1986,2599652.4
JP-26,1987,2600279.8
JP-26,1988,2606907.2
JP-26,1989,2606534.6
JP-26,1990,2592269.0
JP-26,1991,2604091.0
JP-26,1992,2606020.0
JP-26,1993,2603949.0
JP-26,1994,2602878.0
JP-26,1995,2619451.0
JP-26,1996,2631234.2
JP-26,1997,2628661.4
JP-26,1998,2631088.6
JP-26,1999,2634515.8
JP-26,2000,2629749.0
JP-26,2001,2648073.6
JP-26,2002,2640204.2
JP-26,2003,2642334.8
JP-26,2004,2641465.4
JP-26,2005,2630259.0
JP-26,2006,2640529.2
JP-26,2007,2630462.4
JP-26,2008,2626395.6
JP-26,2009,2618328.8
JP-26,2010,2592828.0
JP-26,2011,2627265.0
JP-26,2012,2620268.0
JP-26,2013,2611271.0
JP-26,2014,2603274.0
JP-26,2015,2555362.0
JP-26,2016,2595821.0
JP-26,2017,2587365.0
JP-26,2018,2580909.0
JP-26,2019,2572453.0
JP-26,2020,2493282.0
JP-27,1975,8274154.0
JP-27,1976,8342185.8
JP-27,1977,8393720.6
JP-27,1978,8441255.4
JP-27,1979,8486790.2
JP-27,1980,8464208.0
JP-27,1981,8512521.8
JP-27,1982,8546668.6
JP-27,1983,8591815.4
JP-27,1984,8639962.2
JP-27,1985,8660446.0
JP-27,1986,8707947.4
JP-27,1987,8738785.8
JP-27,1988,8752624.2
JP-27,1989,8748462.6
JP-27,1990,8694320.0
JP-27,1991,8736881.6
JP-27,1992,8732462.2
JP-27,1993,8726042.8
JP-27,1994,8710623.4
JP-27,1995,8781062.0
JP-27,1996,8802091.0
JP-27,1997,8801978.0
JP-27,1998,8804865.0
JP-27,1999,8808752.0
JP-27,2000,8788810.0
JP-27,2001,8820620.6
JP-27,2002,8820602.2
JP-27,2003,8818583.8
JP-27,2004,8817565.4
JP-27,2005,8757757.0
JP-27,2006,8813272.2
JP-27,2007,8805997.4
JP-27,2008,8798722.6
JP-27,2009,8790447.8
JP-27,2010,8773653.0
JP-27,2011,8854537.6
JP-27,2012,8847902.2
JP-27,2013,8836266.8
JP-27,2014,8822631.4
JP-27,2015,8709812.0
JP-27,2016,8809986.6
JP-27,2017,8793977.2
JP-27,2018,8782967.8
JP-27,2019,8786958.4
JP-27,2020,8586651.0
JP-28,1975,4989810.0
JP-28,1976,5035489.2
JP-28,1977,5073283.4
JP-28,1978,5105077.6
JP-28,1979,5137871.8
JP-28,1980,5137463.0
JP-28,1981,5168876.4
JP-28,1982,5195129.8
JP-28,1983,5225383.2
JP-28,1984,5250636.6
JP-28,1985,5275968.0
JP-28,1986,5302302.2
JP-28,1987,5328714.4
JP-28,1988,5350126.6
JP-28,1989,5384538.8
JP-28,1990,5386186.0
JP-28,1991,5434378.2
JP-28,1992,5461805.4
JP-28,1993,5486232.6
JP-28,1994,5505659.8
JP-28,1995,5399122.0
JP-28,1996,5410074.0
JP-28,1997,5437061.0
JP-28,1998,5461048.0
JP-28,1999,5491035.0
JP-28,2000,5546054.0
JP-28,2001,5572562.8
JP-28,2002,5581103.6
JP-28,2003,5590644.4
JP-28,2004,5589185.2
JP-28,2005,5568867.0
JP-28,2006,5586625.6
JP-28,2007,5583525.2
JP-28,2008,5579424.8
JP-28,2009,5571324.4
JP-28,2010,5554287.0
JP-28,2011,5574878.2
JP-28,2012,5563532.4
JP-28,2013,5545186.6
JP-28,2014,5533840.8
JP-28,2015,5466128.0
JP-28,2016,5501691.6
JP-28,2017,5483888.2
JP-28,2018,5465084.8
JP-28,2019,5449281.4
JP-28,2020,5279307.0
JP-29,1975,1077145.0
JP-29,1976,1102168.8
JP-29,1977,1129313.6
JP-29,1978,1160458.4
JP-29,1979,1189603.2
JP-29,1980,1208542.0
JP-29,1981,1233370.0
JP-29,1982,1255696.0
JP-29,1983,1273022.0
JP-29,1984,1289348.0
JP-29,1985,1304384.0
JP-29,1986,1320437.0
JP-29,1987,1335200.0
JP-29,1988,1350963.0
JP-29,1989,1369726.0
JP-29,1990,1373550.0
JP-29,1991,1390587.8
JP-29,1992,1401686.6
JP-29,1993,1411785.4
JP-29,1994,1421884.2
JP-29,1995,1429828.0
JP-29,1996,1434963.2
JP-29,1997,1440943.4
JP-29,1998,1448923.6
JP-29,1999,1447903.8
JP-29,2000,1440577.0
JP-29,2001,1443094.4
JP-29,2002,1435304.8
JP-29,2003,1436515.2
JP-29,2004,1432725.6
JP-29,2005,1419103.0
JP-29,2006,1413910.0
JP-29,2007,1408884.0
JP-29,2008,1404858.0
JP-29,2009,1396832.0
JP-29,2010,1392316.0
JP-29,2011,1394544.6
JP-29,2012,1386283.2
JP-29,2013,1381021.8
JP-29,2014,1373760.4
JP-29,2015,1353421.0
JP-29,2016,1348518.6
JP-29,2017,1343538.2
JP-29,2018,1334557.8
JP-29,2019,1325577.4
JP-29,2020,1305663.0
JP-30,1975,1071945.0
JP-30,1976,1079795.0
JP-30,1977,1082080.0
JP-30,1978,1084365.0
JP-30,1979,1086650.0
JP-30,1980,1086592.0
JP-30,1981,1086919.6
JP-30,1982,1092192.2
JP-30,1983,1089464.8
JP-30,1984,1089737.4
JP-30,1985,1087098.0
JP-30,1986,1082531.4
JP-30,1987,1080052.8
JP-30,1988,1080574.2
JP-30,1989,1082095.6
JP-30,1990,1073516.0
JP-30,1991,1076363.0
JP-30,1992,1076109.0
JP-30,1993,1076855.0
JP-30,1994,1080601.0
JP-30,1995,1080257.0
JP-30,1996,1082149.6
JP-30,1997,1080952.2
JP-30,1998,1075754.8
JP-30,1999,1076557.4
JP-30,2000,1069493.0
JP-30,2001,1067098.2
JP-30,2002,1063836.4
JP-30,2003,1056574.6
JP-30,2004,1050312.8
JP-30,2005,1034326.0
JP-30,2006,1026274.2
JP-30,2007,1018497.4
JP-30,2008,1009720.6
JP-30,2009,1006943.8
JP-30,2010,992991.0
JP-30,2011,992492.0
JP-30,2012,980817.0
JP-30,2013,974142.0
JP-30,2014,967467.0
JP-30,2015,958350.0
JP-30,2016,952418.6
JP-30,2017,941045.2
JP-30,2018,934671.8
JP-30,2019,921298.4
JP-30,2020,913837.0
JP-31,1975,581229.0
JP-31,1976,586663.2
JP-31,1977,590613.4
JP-31,1978,594563.6
JP-31,1979,597513.8
JP-31,1980,604039.0
JP-31,1981,605726.2
JP-31,1982,609440.4
JP-31,1983,610154.6
JP-31,1984,616868.8
JP-31,1985,615978.0
JP-31,1986,616443.8
JP-31,1987,616304.6
JP-31,1988,616165.4
JP-31,1989,619026.2
JP-31,1990,615123.0
JP-31,1991,615023.2
JP-31,1992,614159.4
JP-31,1993,608295.6
JP-31,1994,615431.8
JP-31,1995,614754.0
JP-31,1996,614781.2
JP-31,1997,611994.4
JP-31,1998,614207.6
JP-31,1999,616420.8
JP-31,2000,612395.0
JP-31,2001,615608.8
JP-31,2002,612583.6
JP-31,2003,613558.4
JP-31,2004,607533.2
JP-31,2005,606319.0
JP-31,2006,603506.4
JP-31,2007,598504.8
JP-31,2008,596503.2
JP-31,2009,592501.6
JP-31,2010,583329.0
JP-31,2011,582894.0
JP-31,2012,582288.0
JP-31,2013,575682.0
JP-31,2014,575076.0
JP-31,2015,568597.0
JP-31,2016,566838.4
JP-31,2017,564206.8
JP-31,2018,558575.2
JP-31,2019,555943.6
JP-31,2020,544758.0
JP-32,1975,768836.0
JP-32,1976,770152.4
JP-32,1977,776481.8
JP-32,1978,779811.2
JP-32,1979,782140.6
JP-32,1980,784718.0
JP-32,1981,785099.8
JP-32,1982,787104.6
JP-32,1983,785109.4
JP-32,1984,788114.2
JP-32,1985,794575.0
JP-32,1986,793357.2
JP-32,1987,792595.4
JP-32,1988,794833.6
JP-32,1989,790071.8
JP-32,1990,780157.0
JP-32,1991,776878.2
JP-32,1992,777446.4
JP-32,1993,771014.6
JP-32,1994,771582.8
JP-32,1995,771265.0
JP-32,1996,767767.6
JP-32,1997,770384.2
JP-32,1998,766000.8
JP-32,1999,762617.4
JP-32,2000,760895.0
JP-32,2001,758803.8
JP-32,2002,758373.6
JP-32,2003,752943.4
JP-32,2004,749513.2
JP-32,2005,740792.0
JP-32,2006,734665.6
JP-32,2007,729248.2
JP-32,2008,725830.8
JP-32,2009,715413.4
JP-32,2010,713254.0
JP-32,2011,713712.2
JP-32,2012,706428.4
JP-32,2013,698144.6
JP-32,2014,692860.8
JP-32,2015,684959.0
JP-32,2016,687785.6
JP-32,2017,682994.2
JP-32,2018,675202.8
JP-32,2019,669411.4
JP-32,2020,661322.0
JP-33,1975,1814020.0
JP-33,1976,1827269.0
JP-33,1977,1838271.0
JP-33,1978,1852273.0
JP-33,1979,1862275.0
JP-33,1980,1870766.0
JP-33,1981,1878432.6
JP-33,1982,1885927.2
JP-33,1983,1893421.8
JP-33,1984,1901916.4
JP-33,1985,1916583.0
JP-33,1986,1921196.2
JP-33,1987,1930981.4
JP-33,1988,1928766.6
JP-33,1989,1933551.8
JP-33,1990,1925106.0
JP-33,1991,1929606.0
JP-33,1992,1930875.0
JP-33,1993,1937144.0
JP-33,1994,1937413.0
JP-33,1995,1949304.0
JP-33,1996,1953546.0
JP-33,1997,1954410.0
JP-33,1998,1959274.0
JP-33,1999,1960138.0
JP-33,2000,1949840.0
JP-33,2001,1950662.8
JP-33,2002,1952323.6
JP-33,2003,1953984.4
JP-33,2004,1956645.2
JP-33,2005,1949515.0
JP-33,2006,1954176.8
JP-33,2007,1952047.6
JP-33,2008,1946918.4
JP-33,2009,1937789.2
JP-33,2010,1927084.0
JP-33,2011,1937352.8
JP-33,2012,1928045.6
JP-33,2013,1925738.4
JP-33,2014,1916431.2
JP-33,2015,1885688.0
JP-33,2016,1910771.6
JP-33,2017,1895419.2
JP-33,2018,1887066.8
JP-33,2019,1881714.4
JP-33,2020,1818141.0
JP-34,1975,2645508.0
JP-34,1976,2672802.8
JP-34,1977,2692622.6
JP-34,1978,2708442.4
JP-34,1979,2721262.2
JP-34,1980,2738101.0
JP-34,1981,2759930.4
JP-34,1982,2775797.8
JP-34,1983,2790665.2
JP-34,1984,2805532.6
JP-34,1985,2818403.0
JP-34,1986,2833886.8
JP-34,1987,2838373.6
JP-34,1988,2847860.4
JP-34,1989,2847347.2
JP-34,1990,2843434.0
JP-34,1991,2856681.2
JP-34,1992,2869528.4
JP-34,1993,2872375.6
JP-34,1994,2875222.8
JP-34,1995,2879102.0
JP-34,1996,2882876.0
JP-34,1997,2881682.0
JP-34,1998,2885488.0
JP-34,1999,2885294.0
JP-34,2000,2875945.0
JP-34,2001,2881114.4
JP-34,2002,2878128.8
JP-34,2003,2874143.2
JP-34,2004,2875157.6
JP-34,2005,2861852.0
JP-34,2006,2871655.0
JP-34,2007,2869138.0
JP-34,2008,2860621.0
JP-34,2009,2855104.0
JP-34,2010,2827111.0
JP-34,2011,2850024.2
JP-34,2012,2841461.4
JP-34,2013,2833898.6
JP-34,2014,2824335.8
JP-34,2015,2811022.0
JP-34,2016,2829795.8
JP-34,2017,2816818.6
JP-34,2018,2804841.4
JP-34,2019,2798864.2
JP-34,2020,2742364.0
JP-35,1975,1554976.0
JP-35,1976,1566251.2
JP-35,1977,1574474.4
JP-35,1978,1583697.6
JP-35,1979,1584920.8
JP-35,1980,1586685.0
JP-35,1981,1587993.0
JP-35,1982,1596918.0
JP-35,1983,1600843.0
JP-35,1984,1600768.0
JP-35,1985,1601550.0
JP-35,1986,1601078.6
JP-35,1987,1596464.2
JP-35,1988,1592849.8
JP-35,1989,1587235.4
JP-35,1990,1570888.0
JP-35,1991,1569599.8
JP-35,1992,1561578.6
JP-35,1993,1564557.4
JP-35,1994,1561536.2
JP-35,1995,1554871.0
JP-35,1996,1548229.2
JP-35,1997,1543943.4
JP-35,1998,1540657.6
JP-35,1999,1539371.8
JP-35,2000,1527293.0
JP-35,2001,1523209.8
JP-35,2002,1517333.6
JP-35,2003,1513457.4
JP-35,2004,1504581.2
JP-35,2005,1490134.0
JP-35,2006,1482393.6
JP-35,2007,1473082.2
JP-35,2008,1461770.8
JP-35,2009,1457459.4
JP-35,2010,1445893.0
JP-35,2011,1441856.2
JP-35,2012,1428564.4
JP-35,2013,1418272.6
JP-35,2014,1405980.8
JP-35,2015,1395284.0
JP-35,2016,1393640.8
JP-35,2017,1378592.6
JP-35,2018,1365544.4
JP-35,2019,1352496.2
JP-35,2020,1322253.0
JP-36,1975,805096.0
JP-36,1976,811971.8
JP-36,1977,813451.6
JP-36,1978,815931.4
JP-36,1979,819411.2
JP-36,1980,824965.0
JP-36,1981,828299.4
JP-36,1982,830296.8
JP-36,1983,832294.2
JP-36,1984,832291.6
JP-36,1985,834826.0
JP-36,1986,834498.2
JP-36,1987,837707.4
JP-36,1988,837916.6
JP-36,1989,835125.8
JP-36,1990,829911.0
JP-36,1991,829956.2
JP-36,1992,829577.4
JP-36,1993,826198.6
JP-36,1994,831819.8
JP-36,1995,831842.0
JP-36,1996,832698.2
JP-36,1997,829955.4
JP-36,1998,827212.6
JP-36,1999,830469.8
JP-36,2000,823459.0
JP-36,2001,822005.6
JP-36,2002,822284.2
JP-36,2003,818562.8
JP-36,2004,812841.4
JP-36,2005,809550.0
JP-36,2006,803126.6
JP-36,2007,799133.2
JP-36,2008,795139.8
JP-36,2009,786146.4
JP-36,2010,777933.0
JP-36,2011,777006.6
JP-36,2012,770860.2
JP-36,2013,768713.8
JP-36,2014,757567.4
JP-36,2015,745514.0
JP-36,2016,748959.8
JP-36,2017,740498.6
JP-36,2018,731037.4
JP-36,2019,723576.2
JP-36,2020,690553.0
JP-37,1975,961179.0
JP-37,1976,971894.6
JP-37,1977,981424.2
JP-37,1978,988953.8
JP-37,1979,995483.4
JP-37,1980,999548.0
JP-37,1981,1004559.2
JP-37,1982,1008794.4
JP-37,1983,1017029.6
JP-37,1984,1020264.8
JP-37,1985,1022374.0
JP-37,1986,1024031.6
JP-37,1987,1025563.2
JP-37,1988,1030094.8
JP-37,1989,1024626.4
JP-37,1990,1022407.0
JP-37,1991,1023972.4
JP-37,1992,1025786.8
JP-37,1993,1022601.2
JP-37,1994,1026415.6
JP-37,1995,1026860.0
JP-37,1996,1028892.4
JP-37,1997,1027554.8
JP-37,1998,1033217.2
JP-37,1999,1029879.6
JP-37,2000,1022210.0
JP-37,2001,1026344.6
JP-37,2002,1019147.2
JP-37,2003,1019949.8
JP-37,2004,1016752.4
JP-37,2005,1010455.0
JP-37,2006,1008644.4
JP-37,2007,1001733.8
JP-37,2008,1002823.2
JP-37,2009,999912.6
JP-37,2010,979884.0
JP-37,2011,990310.6
JP-37,2012,986619.2
JP-37,2013,982927.8
JP-37,2014,977236.4
JP-37,2015,955730.0
JP-37,2016,969548.2
JP-37,2017,961551.4
JP-37,2018,956554.6
JP-37,2019,951557.8
JP-37,2020,927472.0
JP-38,1975,1465037.0
JP-38,1976,1478802.6
JP-38,1977,1487277.2
JP-38,1978,1495751.8
JP-38,1979,1497226.4
JP-38,1980,1506364.0
JP-38,1981,1510842.2
JP-38,1982,1517560.4
JP-38,1983,1517278.6
JP-38,1984,1522996.8
JP-38,1985,1529924.0
JP-38,1986,1530835.2
JP-38,1987,1525955.4
JP-38,1988,1527075.6
JP-38,1989,1524195.8
JP-38,1990,1513970.0
JP-38,1991,1515708.0
JP-38,1992,1510100.0
JP-38,1993,1507492.0
JP-38,1994,1507884.0
JP-38,1995,1506544.0
JP-38,1996,1506696.0
JP-38,1997,1504116.0
JP-38,1998,1501536.0
JP-38,1999,1495956.0
JP-38,2000,1492360.0
JP-38,2001,1488724.8
JP-38,2002,1489073.6
JP-38,2003,1486422.4
JP-38,2004,1476771.2
JP-38,2005,1466544.0
JP-38,2006,1461038.4
JP-38,2007,1451956.8
JP-38,2008,1439875.2
JP-38,2009,1434793.6
JP-38,2010,1422041.0
JP-38,2011,1419897.6
JP-38,2012,1412083.2
JP-38,2013,1399268.8
JP-38,2014,1392454.4
JP-38,2015,1361464.0
JP-38,2016,1369468.4
JP-38,2017,1359296.8
JP-38,2018,1345125.2
JP-38,2019,1334953.6
JP-38,2020,1298530.0
JP-39,1975,807878.0
JP-39,1976,813816.0
JP-39,1977,816888.0
JP-39,1978,825960.0
JP-39,1979,824032.0
JP-39,1980,830533.0
JP-39,1981,831570.2
JP-39,1982,831637.4
JP-39,1983,838704.6
JP-39,1984,832771.8
JP-39,1985,838471.0
JP-39,1986,838840.2
JP-39,1987,835841.4
JP-39,1988,835842.6
JP-39,1989,834843.8
JP-39,1990,821716.0
JP-39,1991,821246.0
JP-39,1992,819647.0
JP-39,1993,817048.0
JP-39,1994,814449.0
JP-39,1995,815884.0
JP-39,1996,814417.0
JP-39,1997,813984.0
JP-39,1998,813551.0
JP-39,1999,810118.0
JP-39,2000,812286.0
JP-39,2001,812328.2
JP-39,2002,809971.4
JP-39,2003,805614.6
JP-39,2004,804257.8
JP-39,2005,795784.0
JP-39,2006,786740.0
JP-39,2007,780579.0
JP-39,2008,769418.0
JP-39,2009,767257.0
JP-39,2010,758000.0
JP-39,2011,756728.0
JP-39,2012,745360.0
JP-39,2013,744992.0
JP-39,2014,735624.0
JP-39,2015,720876.0
JP-39,2016,717708.6
JP-39,2017,709161.2
JP-39,2018,704613.8
JP-39,2019,694066.4
JP-39,2020,678106.0
JP-40,1975,4290650.0
JP-40,1976,4357146.4
JP-40,1977,4415471.8
JP-40,1978,4466797.2
JP-40,1979,4518122.6
JP-40,1980,4549279.0
JP-40,1981,4594905.2
JP-40,1982,4634892.4
JP-40,1983,4669879.6
JP-40,1984,4701866.8
JP-40,1985,4717608.0
JP-40,1986,4742715.6
JP-40,1987,4754577.2
JP-40,1988,4771438.8
JP-40,1989,4787300.4
JP-40,1990,4795943.0
JP-40,1991,4827453.0
JP-40,1992,4849744.0
JP-40,1993,4872035.0
JP-40,1994,4891326.0
JP-40,1995,4925877.0
JP-40,1996,4950010.8
JP-40,1997,4969404.6
JP-40,1998,4987798.4
JP-40,1999,5001192.2
JP-40,2000,5005507.0
JP-40,2001,5034400.2
JP-40,2002,5046214.4
JP-40,2003,5054028.6
JP-40,2004,5059842.8
JP-40,2005,5024422.0
JP-40,2006,5045810.0
JP-40,2007,5049963.0
JP-40,2008,5044116.0
JP-40,2009,5044269.0
JP-40,2010,5033426.0
JP-40,2011,5071300.6
JP-40,2012,5077179.2
JP-40,2013,5081057.8
JP-40,2014,5082936.4
JP-40,2015,5035906.0
JP-40,2016,5092096.4
JP-40,2017,5091377.8
JP-40,2018,5092659.2
JP-40,2019,5090940.6
JP-40,2020,4965187.0
JP-41,1975,837600.0
JP-41,1976,843492.0
JP-41,1977,846960.0
JP-41,1978,850428.0
JP-41,1979,856896.0
JP-41,1980,865513.0
JP-41,1981,869600.6
JP-41,1982,872627.2
JP-41,1983,872653.8
JP-41,1984,878680.4
JP-41,1985,879964.0
JP-41,1986,881036.0
JP-41,1987,877365.0
JP-41,1988,878694.0
JP-41,1989,877023.0
JP-41,1990,877478.0
JP-41,1991,876743.6
JP-41,1992,881135.2
JP-41,1993,878526.8
JP-41,1994,877918.4
JP-41,1995,884256.0
JP-41,1996,883608.4
JP-41,1997,885906.8
JP-41,1998,884205.2
JP-41,1999,886503.6
JP-41,2000,876370.0
JP-41,2001,876206.6
JP-41,2002,872611.2
JP-41,2003,872015.8
JP-41,2004,872420.4
JP-41,2005,865646.0
JP-41,2006,860527.2
JP-41,2007,857229.4
JP-41,2008,855931.6
JP-41,2009,852633.8
JP-41,2010,846308.0
JP-41,2011,844247.6
JP-41,2012,841159.2
JP-41,2013,837070.8
JP-41,2014,834982.4
JP-41,2015,827909.0
JP-41,2016,827769.4
JP-41,2017,819644.8
JP-41,2018,818520.2
JP-41,2019,811395.6
JP-41,2020,797170.0
JP-42,1975,1571822.0
JP-42,1976,1574903.8
JP-42,1977,1579110.6
JP-42,1978,1589317.4
JP-42,1979,1592524.2
JP-42,1980,1590209.0
JP-42,1981,1591002.0
JP-42,1982,1594681.0
JP-42,1983,1594360.0
JP-42,1984,1595039.0
JP-42,1985,1593796.0
JP-42,1986,1592831.8
JP-42,1987,1587945.6
JP-42,1988,1585059.4
JP-42,1989,1578173.2
JP-42,1990,1562032.0
JP-42,1991,1559563.8
JP-42,1992,1549840.6
JP-42,1993,1550117.4
JP-42,1994,1547394.2
JP-42,1995,1544255.0
JP-42,1996,1541409.4
JP-42,1997,1534147.8
JP-42,1998,1528886.2
JP-42,1999,1522624.6
JP-42,2000,1515387.0
JP-42,2001,1513879.0
JP-42,2002,1508395.0
JP-42,2003,1502911.0
JP-42,2004,1497427.0
JP-42,2005,1477611.0
JP-42,2006,1465705.2
JP-42,2007,1452467.4
JP-42,2008,1440229.6
JP-42,2009,1426991.8
JP-42,2010,1419434.0
JP-42,2011,1416221.2
JP-42,2012,1408688.4
JP-42,2013,1393155.6
JP-42,2014,1383622.8
JP-42,2015,1366189.0
JP-42,2016,1362894.6
JP-42,2017,1350699.2
JP-42,2018,1340503.8
JP-42,2019,1322308.4
JP-42,2020,1299564.0
JP-43,1975,1715150.0
JP-43,1976,1731281.8
JP-43,1977,1746715.6
JP-43,1978,1761149.4
JP-43,1979,1771583.2
JP-43,1980,1790122.0
JP-43,1981,1800605.4
JP-43,1982,1813843.8
JP-43,1983,1823082.2
JP-43,1984,1827320.6
JP-43,1985,1837533.0
JP-43,1986,1841272.6
JP-43,1987,1847986.2
JP-43,1988,1849699.8
JP-43,1989,1847413.4
JP-43,1990,1837871.0
JP-43,1991,1843153.4
JP-43,1992,1847179.8
JP-43,1993,1848206.2
JP-43,1994,1853232.6
JP-43,1995,1858674.0
JP-43,1996,1859739.8
JP-43,1997,1865220.6
JP-43,1998,1862701.4
JP-43,1999,1866182.2
JP-43,2000,1858076.0
JP-43,2001,1860180.2
JP-43,2002,1858697.4
JP-43,2003,1857214.6
JP-43,2004,1849731.8
JP-43,2005,1839721.0
JP-43,2006,1833309.2
JP-43,2007,1825369.4
JP-43,2008,1820429.6
JP-43,2009,1812489.8
JP-43,2010,1805340.0
JP-43,2011,1807448.6
JP-43,2012,1802347.2
JP-43,2013,1797245.8
JP-43,2014,1792144.4
JP-43,2015,1775714.0
JP-43,2016,1770063.0
JP-43,2017,1758083.0
JP-43,2018,1751103.0
JP-43,2019,1744123.0
JP-43,2020,1711393.0
JP-44,1975,1190148.0
JP-44,1976,1195371.4
JP-44,1977,1207084.8
JP-44,1978,1213798.2
JP-44,1979,1220511.6
JP-44,1980,1228745.0
JP-44,1981,1233192.4
JP-44,1982,1235519.8
JP-44,1983,1241847.2
JP-44,1984,1244174.6
JP-44,1985,1250123.0
JP-44,1986,1250127.6
JP-44,1987,1247753.2
JP-44,1988,1245378.8
JP-44,1989,1243004.4
JP-44,1990,1235324.0
JP-44,1991,1233697.2
JP-44,1992,1232764.4
JP-44,1993,1232831.6
JP-44,1994,1232898.8
JP-44,1995,1230917.0
JP-44,1996,1231157.0
JP-44,1997,1230348.0
JP-44,1998,1225539.0
JP-44,1999,1225730.0
JP-44,2000,1219585.0
JP-44,2001,1221576.4
JP-44,2002,1221231.8
JP-44,2003,1216887.2
JP-44,2004,1215542.6
JP-44,2005,1205910.0
JP-44,2006,1205554.8
JP-44,2007,1201911.6
JP-44,2008,1197268.4
JP-44,2009,1191625.2
JP-44,2010,1189167.0
JP-44,2011,1188252.4
JP-44,2012,1180522.8
JP-44,2013,1177793.2
JP-44,2014,1169063.6
JP-44,2015,1154578.0
JP-44,2016,1156921.6
JP-44,2017,1149509.2
JP-44,2018,1137096.8
JP-44,2019,1130684.4
JP-44,2020,1099994.0
JP-45,1975,1084977.0
JP-45,1976,1101454.8
JP-45,1977,1111996.6
JP-45,1978,1123538.4
JP-45,1979,1135080.2
JP-45,1980,1151462.0
JP-45,1981,1158732.0
JP-45,1982,1167026.0
JP-45,1983,1170320.0
JP-45,1984,1173614.0
JP-45,1985,1175427.0
JP-45,1986,1174370.2
JP-45,1987,1176832.4
JP-45,1988,1177294.6
JP-45,1989,1176756.8
JP-45,1990,1167610.0
JP-45,1991,1167162.2
JP-45,1992,1166105.4
JP-45,1993,1172048.6
JP-45,1994,1171991.8
JP-45,1995,1175687.0
JP-45,1996,1178184.2
JP-45,1997,1175433.4
JP-45,1998,1176682.6
JP-45,1999,1175931.8
JP-45,2000,1169416.0
JP-45,2001,1169426.2
JP-45,2002,1167671.4
JP-45,2003,1164916.6
JP-45,2004,1162161.8
JP-45,2005,1151830.0
JP-45,2006,1148645.8
JP-45,2007,1140884.6
JP-45,2008,1133123.4
JP-45,2009,1127362.2
JP-45,2010,1130177.0
JP-45,2011,1130861.4
JP-45,2012,1126121.8
JP-45,2013,1120382.2
JP-45,2014,1113642.6
JP-45,2015,1094340.0
