prefecture_code,target_variable,frequency_band,model_name,split,selected_candidate,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-10,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.9022880195255145,1.1320515957991448,1.0035805339164383,-0.007173888056003497,-0.09986411610279529
JP-11,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.6161177094797787,2.0142636344427056,0.9969118748004056,0.0061667138819405665,0.12876683271853628
JP-13,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.901265338294128,2.3861685167235134,1.0019093259412217,-0.003822297407993336,-0.0012375309373201695
JP-14,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.707295072705479,2.1637606167297414,1.0021844583688928,-0.004373688596150949,-0.030808728818155422
JP-15,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.8300254378415672,1.0451303223810609,0.9979783514708769,0.004039209995471027,0.0837592569892037
JP-16,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.41233315742370463,0.5143697480684182,0.9981887673659043,0.003619184704536371,0.06414890538857598
JP-17,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.4533700692787013,0.5654392137510569,0.9974016893310583,0.005189870119551077,0.08008854634082914
JP-18,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.38573593558996283,0.48810020602792553,0.9999545612325202,9.087547027797349e-05,0.02120850480443074
JP-19,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.5036619180044843,0.618480514060218,1.0057269733575636,-0.011486744938965732,-0.050151686298802685
JP-20,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.7182689018919022,0.8922375968466435,0.9997273462644461,0.0005452331310483727,0.02886355427720524
JP-21,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.8383096634659988,1.0532963319536472,1.0023263726137555,-0.004658157237048766,-0.02136997647607139
JP-22,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.078466273336078,1.3424282814068875,1.0038958521311858,-0.007806881926199827,-0.1259672693100951
JP-23,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.2718882140800842,1.6091027231672328,0.9984135664526333,0.0031703503233330155,0.06573913826626045
JP-24,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.7488004319631466,0.9392346918052057,1.0059372177850205,-0.011909686125067598,-0.10944666461150822
JP-25,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.49759994315819767,0.6246510338819706,1.003245554918239,-0.006501643463205253,-0.043077942547589836
JP-26,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.8167511185684189,1.0302828583743526,1.0009580477347688,-0.0019170133249999388,-0.0024210720817758003
JP-27,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,1.626710629396414,2.037845514110539,1.0030436942752938,-0.006096652625429355,-0.06146931361728508
JP-28,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.9823126491861518,1.2147479548205133,1.0003620539036828,-0.000724238890394302,0.06751108772027134
JP-29,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6505741115822362,0.8068087211277403,1.001770894782294,-0.0035449256329180834,-0.029124357353664695
JP-30,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.4938834129618306,0.6241469243797432,1.004186131072544,-0.008389785838444963,-0.08444999828899262
JP-31,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.41476865290031967,0.5217302321587278,1.0008888177981539,-0.001778425593386368,0.005039913637154805
JP-32,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.4563168552784943,0.5711083679706641,0.9982333053186576,0.0035302681525875013,0.06108151795781524
JP-33,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6803317718702685,0.8847713805920838,1.000261883474897,-0.0005238355327488176,-0.0032236596362937805
JP-34,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.7247654644723217,0.9026189481130298,0.999972600237067,5.479877511882503e-05,0.021092604297001213
JP-35,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6257488031432776,0.7719148461180749,1.0009053138476842,-0.0018114472885311095,-0.0001639829828113816
JP-36,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.4102670773985921,0.5197768762499918,0.9990321480016503,0.001934767259208936,0.054964666578281786
JP-37,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.5166113974435569,0.638948015645945,0.9993675638942279,0.0012644722361164762,0.036430705520435966
JP-38,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6603189555544398,0.8253218818230507,1.0011969290585259,-0.002395290756222579,-0.032857241570652944
JP-39,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.3925727168573121,0.5032548127871197,0.9975093303108528,0.0049751359427940844,0.13688120923853878
JP-40,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.769143871267415,0.9769221369243181,1.0014080799665859,-0.002818142622363906,-0.03296229620586474
JP-41,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.4026279073090534,0.4995047124673498,1.0080278335468107,-0.01612011320507678,-0.1857949741827286
JP-42,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.5592176058935416,0.6926748774938548,0.9987470648831129,0.002504300387367042,0.05408139554156541
JP-43,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6162744594947194,0.7730997259548698,0.9991410759183557,0.0017171104127103876,0.05064565657812155
JP-44,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.47335685338307065,0.6068685803216484,1.0036074687522762,-0.007227951335350813,-0.06799166055115997
JP-45,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.49521747150799333,0.6139371206826674,1.0043020532923486,-0.008622614247227434,-0.05808593888790477
JP-46,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.6529412331228602,0.828281459591016,1.0027181586547043,-0.005443705695880707,-0.0479656421021701
JP-47,cases,high_frequency,hist_gradient_boosting,validation,shallow,365,0.5486084010960931,0.6769695309991772,1.0016597988472622,-0.0033223526267376347,-0.022696092400982276
JP-01,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.3512500172327233,1.6993311962395021,1.0055357520722932,-0.011102148695592229,-0.07828509095421432
JP-02,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7881659410617726,0.988160529458393,1.0051676522535282,-0.010362009136870132,-0.09666741625226963
JP-03,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7483664080357972,0.9402215521797717,1.00039097353439,-0.0007820999290848452,-0.000944262377085373
JP-04,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.981451709697871,1.2610572873180033,1.000006178789607,-1.2357617391600684e-05,0.02795694699699163
JP-05,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.630369956039126,0.7793966809673187,1.004964809472524,-0.009954268278146605,-0.06939359458496569
JP-06,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.6338248155134959,0.7963200810538499,0.9992218740658607,0.0015556463883094063,0.04059160054510138
JP-07,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7809373871206278,0.9758071987176851,0.9994726626699979,0.0010543965753445628,0.03286727482480807
JP-08,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.0399903336257077,1.3012161813917515,1.0004221372688893,-0.0008444527376523236,-0.0036266950903865234
JP-09,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.900224540072495,1.1292415401921836,1.0001939565259599,-0.0003879506710537939,0.008798590890992062
JP-10,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.96433371203371,1.2157454749892196,0.9988298579687471,0.002338914830132488,0.05791819696500113
JP-11,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.824877051309416,2.2592283698387328,1.0008552222785612,-0.0017111759622678857,-0.008432579390317371
JP-13,cases,high_frequency,hist_gradient_boosting,test,shallow,730,2.135030597955575,2.669348433001346,1.0019434810501051,-0.0038907392188023415,-0.012772811608233913
JP-14,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.8488790617411242,2.3328908225923994,1.000895715369723,-0.0017922330454693824,-0.0021260995493028066
JP-15,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.8606961402049702,1.0870781787859638,1.000355110694564,-0.0007103474927334652,0.01235864744695252
JP-16,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.49626357131700954,0.6328638430876026,1.0024919683268898,-0.004990146559922248,-0.04470505797910103
JP-17,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.482341683990655,0.5980555039507353,1.0008514894647045,-0.001703703963717107,0.008734090920332773
JP-18,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.44949510409453974,0.5716727303690983,1.00115354585273,-0.0023084223734946008,-0.008165719056685804
JP-19,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.5380181268568637,0.6684101980811286,1.0014138862840338,-0.002829771642491874,-0.005659372785988852
JP-20,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7765975818785061,0.9866263181097963,1.001955431472878,-0.003914686658001321,-0.03766934665995834
JP-21,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.936505205024503,1.1684321898651235,1.0009264426762507,-0.0018537436485337455,-0.030965468904530103
JP-22,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.0974443460800998,1.389627257658356,0.9983125971866578,0.0033719582984299556,0.0827286377704118
JP-23,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.3961067496873105,1.738175754953182,0.998302849821522,0.003391420038227899,0.06253220947899699
JP-24,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7858199409249681,0.9969927130059736,1.0007877649160506,-0.0015761504056643894,-0.006291838693156413
JP-25,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.5271873030855367,0.6752040493885141,1.0015602196297466,-0.003122873544786353,0.004637274462055251
JP-26,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.8733859542966191,1.0958457339620697,1.0010032702960947,-0.002007547143476174,-0.005578256781421852
JP-27,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.7802611077808084,2.211428769964281,1.0004889887557415,-0.0009782166214866717,0.00741047625147364
JP-28,cases,high_frequency,hist_gradient_boosting,test,shallow,730,1.136024865638737,1.423090682603009,1.0028885596631654,-0.005785463103258781,-0.0253939631835079
JP-29,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7374510658323655,0.9339601741054604,1.0006143335689357,-0.0012290445436051733,-0.01345547261153081
JP-30,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.5088203787124116,0.6477067596559779,0.9999918388068958,1.632231960335684e-05,0.023657207302102388
JP-31,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.45015105330046745,0.5745353986052065,1.0018595668144867,-0.0037225916177110463,-0.0276411958333604
JP-32,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.40948283451824075,0.5182751575972807,0.999885651871219,0.00022868318206714644,0.03305422260392187
JP-33,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7643247556929376,0.950763505490925,0.9994941085020776,0.0010115270696369194,0.035590484353312656
JP-34,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.727982502056805,0.9246481542409732,0.9995121155247029,0.0009755309193331119,0.03237700263793922
JP-35,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.6326052551019875,0.8042488533793816,1.0008581573663589,-0.0017170511667832233,-0.013614503299035
JP-36,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.41257001876397587,0.5237564596900621,0.999803705773672,0.00039254992123272103,0.029533974873579467
JP-37,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.544942180350101,0.6759728883357327,1.0008539115459485,-0.001708552256825202,-0.010740537214136483
JP-38,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.7829644558997549,0.9871205661033502,1.0000821497907675,-0.00016430633012309848,0.009201705423706012
JP-39,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.3979493898764999,0.5006626083069737,1.000498681053691,-0.0009976107901759068,0.03504502651020947
JP-40,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.9221335830285565,1.1328056241265676,1.0006611343155345,-0.0013227057296523181,-0.006194953410057486
JP-41,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.45342133672717383,0.5766296475850983,1.0015580328207134,-0.0031184931076970734,-0.03528227658053469
JP-42,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.6449502186731927,0.8149987082061972,1.0005651445072392,-0.0011306084027924435,0.01134548314531401
JP-43,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.6938989308489238,0.8756996911602192,0.9999742662734816,5.1466790812026986e-05,0.017646110852661333
JP-44,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.5022676327743483,0.6260040549882999,1.0003741727905637,-0.0007484855864046125,0.013888810585555252
JP-45,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.5504329610751779,0.6830439879734197,1.0015938897539391,-0.0031903199924259162,-0.042334462323841235
JP-46,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.718007794891187,0.8877644965205642,1.0001849887958723,-0.0003700118125993246,0.0038798455440745036
JP-47,cases,high_frequency,hist_gradient_boosting,test,shallow,730,0.618871074103087,0.7761201330207099,1.0005146634792719,-0.0010295918370399892,0.0037141412426292424
JP-01,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0014869578872532875,0.001928201500089529,0.09465854788911257,0.9910397593115245,0.9955265556290663
JP-02,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017941454144489606,0.002389235230898247,0.08594947117337674,0.9926126884050169,0.9964525067718666
JP-03,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001776832894866725,0.002256000417411632,0.10403534495020812,0.9891766470010912,0.9945737751340286
JP-04,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0016750887007958041,0.002216212359276901,0.18293654330994116,0.96653422112181,0.9835008998392688
JP-05,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0020704348829072646,0.0029183905084487886,0.08290172557288088,0.9931273038970387,0.9967141666255825
JP-06,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017020217177901433,0.0021377685504543795,0.0944412493309511,0.9910808504248091,0.99562521662575
JP-07,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0020518419654806637,0.0031231054938575743,0.13528990550238,0.9816966414691571,0.9915891082674073
JP-08,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001696741584208772,0.002186813731729175,0.09863694476183298,0.9902707531280511,0.995544290939436
JP-09,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017644159375165098,0.0025087457357678565,0.10404661108047238,0.9891743027226689,0.9953395706484569
JP-10,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017096214907447484,0.002259981819777662,0.06722500461709596,0.9954807987542315,0.9981937813953273
JP-11,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.004343197923650048,0.00529330260716432,0.1615813191773198,0.9738914772929171,0.9872177455912571
JP-13,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0018510423947740158,0.0025646938523564236,0.1938723391696717,0.9624135161048798,0.9810820771601529
JP-14,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0022661042982077525,0.0033374146249009503,0.17731231315986132,0.9685603436018992,0.9847297146075363
JP-15,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001024085338281394,0.0014508257407798873,0.07506230479894901,0.9943656503982696,0.9975600758848954
JP-16,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001199859997346088,0.001700133559713503,0.20413720839993224,0.9583280001466826,0.980343472470175
JP-17,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0006746070965663514,0.0008454977909837952,0.6403168948130582,0.589994274216963,0.8676082671981287
JP-18,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0005589274918488514,0.0007717537805102849,0.09239285900641472,0.9914635596046207,0.9958508574264933
JP-19,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.002034147171496122,0.0028889974774533676,0.1276036461816227,0.9837173094811552,0.9920591304841487
JP-20,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001274831208394453,0.0018241161830467013,0.17991415365451396,0.9676308973147799,0.9837076708519822
JP-21,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001774697460833019,0.0023417125665625487,0.1022931039972722,0.9895361208746033,0.9947882817889663
JP-22,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0018370799640607183,0.0023232670078146933,0.1239550699221483,0.9846351406405953,0.9924010884728053
JP-23,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0010270280506677395,0.001507672598949117,0.3884131069299181,0.849135258365048,0.9245914081594007
JP-24,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0016341354736472387,0.0020185546420810004,0.11654820687839068,0.9864165154734319,0.9932339973295439
JP-25,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001483450060772523,0.0019078270278125094,0.11349380226958722,0.9871191568463918,0.9940462358025808
JP-26,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0013553779954221072,0.001692827620370674,0.15047535097289746,0.9773571687495833,0.9888324474260772
JP-27,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0016868819461111947,0.0020586044124333413,0.10622256081640903,0.9887167675736043,0.9944473666358156
JP-28,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0011537462987043447,0.0015833520445612565,0.10325435885278174,0.989338537377901,0.9947531030601083
JP-29,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001606053866208829,0.00222494164989307,0.08101121729313678,0.9934371826726842,0.9969141701101678
JP-30,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0012837584531898048,0.001615964105664043,0.1216742218070074,0.9851953837476591,0.9929523795226629
JP-31,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0023547505912324684,0.0030191050536046626,0.26932386232900113,0.9274646571801892,0.9660502296034945
JP-32,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0021347328654703884,0.0026040302644942236,0.12157969032391996,0.9852183789007397,0.9932552399269371
JP-33,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017147360737221227,0.0022390362124746297,0.20144208595324373,0.959421086006806,0.9796605144802832
JP-34,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0005566345692296551,0.000707091712766042,0.14955537077313658,0.9776331910729097,0.9896262885632778
JP-35,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0020065584062363764,0.0024169128993357203,0.14282612994855134,0.9796006966039196,0.9899325204888317
JP-36,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001312451541971923,0.0015515521493251947,0.15562818868334563,0.975779866887141,0.9881318542064289
JP-37,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0019952463102589292,0.002465181614688689,0.13057837372845513,0.982949288314432,0.9916996758556883
JP-38,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0015925408828428604,0.0020294992801220373,0.11018916208157767,0.9878583485597598,0.994468905069268
JP-39,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0009473681347913972,0.0012000247665659239,0.19592640569076444,0.961612843553098,0.9820344302719045
JP-40,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0006871807532662861,0.000885697723303849,0.32044329701668484,0.8973160933970767,0.9526116295165614
JP-41,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.001084548509353148,0.0013657890056188043,0.12985444263042803,0.9831378237291408,0.9915576529329122
JP-42,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0012879053269699017,0.0015649791916995527,0.0834966585477992,0.9930283080113522,0.996690021136953
JP-43,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0017768997845357742,0.0021949667592419263,0.13112129787229143,0.9828072052442858,0.9914389596098436
JP-44,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0013270850997974817,0.0015951542274824071,0.14907754201311815,0.977775886467327,0.9888834138228938
JP-45,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0010194292882853811,0.001225992297816191,0.09318852365673709,0.9913158990586778,0.9956495067884779
JP-46,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0011718170606728863,0.001659945272520009,0.08786967258666052,0.9922789206395131,0.9961424966419915
JP-47,incidence_per_100k,trend,hist_gradient_boosting,train,regularized,4383,0.0016942896110220566,0.0024138055458348745,0.17738315675377841,0.9685352157000645,0.9850795090626969
JP-01,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.010912786179157297,0.01232242932272197,7.716575152742611,-58.54553208792464,-0.787763153884767
JP-02,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.014409109463109328,0.014662683030274475,7.075885663851516,-49.06815792789941,-0.6166247087332164
JP-03,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0034536370645886025,0.004931148766871261,1.761579085473553,-2.1031608743778385,-0.6815969592187118
JP-04,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.006896024194297255,0.007165031335463185,3.994329681578984,-14.954669605142866,-0.6082786597408969
JP-05,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.001348381540267299,0.0019934649224484934,3.6484996209093628,-12.31154948377576,-0.30829378468836527
JP-06,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.011016877291145465,0.01106041883586654,20.256656335161153,-409.3321258808244,0.25532449682802155
JP-07,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.007659049913747862,0.008151414492885934,6.46135841199489,-40.74915252825712,-0.3745955092300369
JP-08,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.006485141021650444,0.006687518108252435,4.194328848286141,-16.592394487565347,0.05910480675409296
JP-09,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.005359164740477835,0.006839472497891544,16.12731168607303,-259.09018221974765,0.2799461477499396
JP-10,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.011653956986710361,0.01217044814944887,7.378670459787701,-53.44477775414364,-0.843503078998888
JP-11,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.01816789706048139,0.020050352850340524,2.850736529905093,-7.126698762935332,0.0722692370072156
JP-13,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0036934995151563276,0.003759342642458987,7.757015960429829,-59.171296610363115,-0.0434160145387499
JP-14,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.00633298275573042,0.006486366249160841,7.252753100884594,-51.60242754239111,-0.619033839736646
JP-15,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.00592842820620281,0.006001990322693938,5.471409229109971,-28.936318952389776,0.6648637372860616
JP-16,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.004442089178168427,0.004488020056041469,6.563738482303563,-42.08266286407269,0.6720783864830862
JP-17,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.004741816815830119,0.0048915935520367085,23.30409101977048,-542.080658257747,0.6232810418481207
JP-18,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0020540021411796358,0.002196985153044509,2.2897604192494856,-4.243002777561581,0.5924381099974042
JP-19,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.00855476715460499,0.009493437148013834,6.4022227053476675,-39.98845556886921,-0.9007977447994607
JP-20,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0019154246237633639,0.002581562610548763,3.074735969420508,-8.454001281648269,0.9074927766358272
JP-21,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.002651312196965404,0.002779836509591673,6.739421881369051,-44.41980729507595,0.4076943299627728
JP-22,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.012482896988436404,0.013854520983935872,27.75539998697223,-769.362228436818,-0.46288411557975406
JP-23,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.00541531412772117,0.005439201335046045,15.424153796001184,-236.9045203226977,0.7266259467648508
JP-24,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.007346386870104574,0.007887466427080759,3.525702724120809,-11.430579698872895,-0.35564855281801466
JP-25,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.007051506168765407,0.007429435691392834,5.968549738794815,-34.62358598446766,-0.7372128729106598
JP-26,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.005736345924071297,0.005835028484409405,4.639297639779303,-20.52308259046181,0.5417333858961838
JP-27,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.007742721369258931,0.00840592689276054,2.9235324200449075,-7.547041811053635,-0.3740006208252363
JP-28,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.002999110600207392,0.003297776550642958,9.124863196714402,-82.26312835875298,0.9594084879684823
JP-29,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.007888512262161999,0.008242265089920958,4.004251306244362,-15.03402852355968,-0.3718381096282044
JP-30,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0028962888056812313,0.0031015826341541305,3.0945022956396113,-8.575944457718824,0.23924423703194905
JP-31,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.002472321765580878,0.0033795687765003374,0.6635045591167229,0.5597617000313231,0.9037938961995785
JP-32,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.020958220381518015,0.02213024455600547,9.816968674052108,-95.37287394732041,-0.8269249144877966
JP-33,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0026472969779663086,0.0027536602718641616,3.811412500506003,-13.526865249013426,0.07151744322397148
JP-34,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0007627566737764568,0.0009761579613918776,4.872115584575616,-22.7375102694646,0.6788415868651636
JP-35,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.01655020801211803,0.01827819687828362,12.918443065932394,-165.88617124773674,-0.8039155566667214
JP-36,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0017914049778163072,0.00184490749236926,4.379511545156551,-18.180121374159516,0.4087674104965959
JP-37,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.004765934518477596,0.005574001254341909,3.2279980279886824,-9.419971268698822,-0.323069720064658
JP-38,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.011248008591840608,0.011629181145189096,9.135573206253605,-82.45869780681876,-0.2979118510823638
JP-39,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0015003343773573553,0.0016355199626086722,3.6322659067146525,-12.193355617081615,-0.4102560794486029
JP-40,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.005980995091023272,0.006002950074086242,30.526658547189786,-930.8768820567152,0.04844513180526682
JP-41,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.00504726380818238,0.005321097369307682,10.349498135393233,-106.112111654508,-0.8452291529446575
JP-42,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.01104539928735264,0.011367190761382517,5.620977542698382,-30.595388535519547,-0.7752464299648596
JP-43,incidence_per_100k,trend,hist_gradient_boosting,validation,regularized,365,0.0027046358853706105,0.00298598795307039,2.6412217985115642,-5.976052588932664,-0.6675655736165861
