prefecture_code,target_variable,frequency_band,model_name,split,selected_candidate,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-09,cases,semiannual,hist_gradient_boosting,test,medium,730,0.12338498896633664,0.14359916017612764,0.3533829273184035,0.875120506679876,0.9597084291407998
JP-10,cases,semiannual,hist_gradient_boosting,test,medium,730,0.12332561167193354,0.14434852559558262,0.34057730591350777,0.8840070986966969,0.9705702826404846
JP-11,cases,semiannual,hist_gradient_boosting,test,medium,730,0.5162980375632533,0.6062281778152089,0.7054784562321723,0.502300147792271,0.756945120885103
JP-13,cases,semiannual,hist_gradient_boosting,test,medium,730,0.9230931155348833,1.1719619746201277,0.6604999295011522,0.5637398431289731,0.7590778923158058
JP-14,cases,semiannual,hist_gradient_boosting,test,medium,730,0.44302889297390136,0.5115804147897731,0.3343661431783501,0.8881992822960351,0.9740240441674659
JP-15,cases,semiannual,hist_gradient_boosting,test,medium,730,0.2024220849805996,0.22780601562217354,0.6619296660488877,0.5618491172044079,0.9763743008956072
JP-16,cases,semiannual,hist_gradient_boosting,test,medium,730,0.058998265303021415,0.07000086030113774,0.987486735065163,0.024869948070344483,0.5195605559953383
JP-17,cases,semiannual,hist_gradient_boosting,test,medium,730,0.09752596992757372,0.11399530314711027,1.1940837146489454,-0.42583591758982386,-0.07414714129281147
JP-18,cases,semiannual,hist_gradient_boosting,test,medium,730,0.029310386699281352,0.03985937215511046,0.5085666045301692,0.7413600087566545,0.8914452591942417
JP-19,cases,semiannual,hist_gradient_boosting,test,medium,730,0.0702259444974058,0.07836989611971192,0.5099697405634454,0.7399308637096523,0.8666518358227552
JP-20,cases,semiannual,hist_gradient_boosting,test,medium,730,0.050505480053202906,0.06068632227531532,0.8220382101740393,0.3242531810138618,0.5887672505444103
JP-21,cases,semiannual,hist_gradient_boosting,test,medium,730,0.1875152900011989,0.21198768513482208,0.5156534548061656,0.7341015145464658,0.9192537971337394
JP-22,cases,semiannual,hist_gradient_boosting,test,medium,730,0.26443504243711313,0.30978360840274005,0.4373003327086901,0.8087684190128689,0.9288318112209929
JP-23,cases,semiannual,hist_gradient_boosting,test,medium,730,0.24610770226929438,0.29805531907009186,0.2626167677075574,0.9310324333188349,0.9687670201777822
JP-24,cases,semiannual,hist_gradient_boosting,test,medium,730,0.0940569838402144,0.11506624467515375,0.36616178074459166,0.8659255503219495,0.9326271536872652
JP-25,cases,semiannual,hist_gradient_boosting,test,medium,730,0.05056019218267125,0.06611886164821215,0.5265066646178562,0.7227907321129803,0.8641239786789401
JP-26,cases,semiannual,hist_gradient_boosting,test,medium,730,0.10174703583084291,0.11486765719553745,0.44063318740335095,0.8058423941587634,0.939754060679587
JP-27,cases,semiannual,hist_gradient_boosting,test,medium,730,0.7009023832344125,0.8143033359216167,0.5340148960583668,0.7148280907877718,0.9141979920503123
JP-28,cases,semiannual,hist_gradient_boosting,test,medium,730,0.16136071770294796,0.21235609427708352,0.36611407521413414,0.8659604839300994,0.9384044595595139
JP-29,cases,semiannual,hist_gradient_boosting,test,medium,730,0.17137872527041498,0.19578279225011683,0.6070406897883801,0.6315016009412477,0.9261861554008489
JP-30,cases,semiannual,hist_gradient_boosting,test,medium,730,0.1139361760046507,0.12951661421487234,0.5684075250720106,0.6769128854415117,0.8568802257785383
JP-31,cases,semiannual,hist_gradient_boosting,test,medium,730,0.029158390911568903,0.0366661673342295,0.3364748564700943,0.8867846709634295,0.9640393662969229
JP-32,cases,semiannual,hist_gradient_boosting,test,medium,730,0.04456351538407608,0.04970634311373752,1.3764644553834058,-0.8946543969339362,0.6771705970856495
JP-33,cases,semiannual,hist_gradient_boosting,test,medium,730,0.21048458473165987,0.27365407406396747,0.8640574000353899,0.25340480944408206,0.5336553012230801
JP-34,cases,semiannual,hist_gradient_boosting,test,medium,730,0.1434112048073124,0.1828622781585577,0.5174124533463414,0.7322843531221201,0.8757277032969708
JP-35,cases,semiannual,hist_gradient_boosting,test,medium,730,0.05597370838860822,0.07502968085233498,0.37067091845225214,0.8626030702137638,0.9459388182652991
JP-36,cases,semiannual,hist_gradient_boosting,test,medium,730,0.0431334658307818,0.05759581325960281,1.064884577172856,-0.13397916270061216,0.28682282166852147
JP-37,cases,semiannual,hist_gradient_boosting,test,medium,730,0.03781841568085684,0.051439750423553934,0.4082913704659835,0.8332981568030089,0.9189828422310659
JP-38,cases,semiannual,hist_gradient_boosting,test,medium,730,0.11802879265987885,0.14422353250960027,0.5425515606063729,0.7056378040835893,0.8411760035549537
JP-39,cases,semiannual,hist_gradient_boosting,test,medium,730,0.027850094210581933,0.03559361589446546,0.29183662459717685,0.9148313845437265,0.9588940577267975
JP-40,cases,semiannual,hist_gradient_boosting,test,medium,730,0.22007969298703603,0.2589087051139026,0.572101476566933,0.672699900509935,0.8810582906043576
JP-41,cases,semiannual,hist_gradient_boosting,test,medium,730,0.03855396034648899,0.04451195390377085,0.37488048736319146,0.8594646201943361,0.9689771176688557
JP-42,cases,semiannual,hist_gradient_boosting,test,medium,730,0.03999782507662641,0.05035038779801275,0.35747949142814,0.8722084132082785,0.9388971311234507
JP-43,cases,semiannual,hist_gradient_boosting,test,medium,730,0.032700741047477166,0.04938752348523643,0.5096607137860747,0.7402459568230688,0.8637595417497244
JP-44,cases,semiannual,hist_gradient_boosting,test,medium,730,0.05429852110797546,0.06593499703826129,0.49200624026398154,0.7579298595413013,0.8767953382314027
JP-45,cases,semiannual,hist_gradient_boosting,test,medium,730,0.11628798845766088,0.13406745433234946,0.6132052343935719,0.6239793405123246,0.8743403512768259
JP-46,cases,semiannual,hist_gradient_boosting,test,medium,730,0.16228089419607483,0.2047638281967084,0.5231430853026592,0.7263213123000146,0.9185020086575062
JP-47,cases,semiannual,hist_gradient_boosting,test,medium,730,0.17162020959962168,0.19596758331243047,0.9081256357168553,0.17530782975385706,0.42296633397498334
JP-01,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.4167951365404283,0.5489623082988934,0.9678731048507141,0.06322165290663873,0.28957665374279473
JP-02,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1690796607728457,0.21290020195193315,0.9278629245661932,0.13907039321547077,0.3804862838258372
JP-03,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.17384220948063836,0.2148459233270699,0.957421840206733,0.08334341989515281,0.30244204244482653
JP-04,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.22332312729827142,0.2820946549697136,0.9470829473086488,0.10303389091716297,0.3432031106425319
JP-05,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4366,0.16201055836093706,0.20282153179825724,0.9774591752440963,0.044573560731130835,0.22937758287662824
JP-06,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4368,0.11325304366671497,0.14302600409424768,0.9789967910353709,0.04156528314244634,0.21423976689078944
JP-07,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4361,0.23837709307711008,0.2975592669065812,0.9587094081916371,0.08087627064484115,0.29883676985486013
JP-08,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.2590337434307469,0.32545293810863235,0.9116022384007971,0.1689813589426562,0.4161868829155569
JP-09,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.21363980668952462,0.2707992157783157,0.9789317547832388,0.04169261947700875,0.21641939628360676
JP-10,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4358,0.1962360328880006,0.24324984147245585,0.9363403627711958,0.1232667250455054,0.3570991013576381
JP-11,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.4030999646412172,0.5288835171638935,0.8473031790723948,0.28207732273381336,0.5651879254083734
JP-13,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.8448633262087726,1.106399205614021,0.8540434739112158,0.2706097446696625,0.5568103053554027
JP-14,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.3752507603922145,0.48314106434496373,0.944358860517715,0.1081863425616828,0.3419528183477638
JP-15,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.166580433888638,0.20381439410780114,0.970582788332605,0.0579690509925056,0.2744575536690272
JP-16,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4354,0.06805191845887042,0.08493365025218473,0.9929007386297779,0.01414812322844139,0.13022879580040278
JP-17,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.11397364924282785,0.14151984625676467,0.9804610764082123,0.03869607764844962,0.21677293246881355
JP-18,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.0900163126916431,0.1110201526287377,0.9906616897754028,0.018589416411343485,0.13929704195665565
JP-19,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.11949755266842078,0.1509736732854531,0.9793332802569168,0.04090632618122747,0.20455475381865248
JP-20,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1822511401152385,0.2301542177838262,0.9340048457919536,0.12763494803714903,0.39202409612514794
JP-21,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.22295041426073464,0.2801656887268351,0.8645576084481349,0.2525401416744415,0.5095865399343364
JP-22,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.24643149952891277,0.31690749751508535,0.8396633730168971,0.29496542001388704,0.5562865556204147
JP-23,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.4587100423355969,0.5711890802660018,0.86458022791814,0.252501029493017,0.5246687804897479
JP-24,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1929426156992233,0.24143097478822592,0.9327309038755894,0.13001306095542609,0.37321628014405483
JP-25,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.11235800458285156,0.13774956856599088,0.9832088294290035,0.03330039773284854,0.19128621565600373
JP-26,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.21640379729983705,0.2727668841316396,0.9722048819469626,0.054817667518492375,0.2599086366776528
JP-27,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.5393129675391004,0.7098528318331674,0.9031159450700512,0.18438158976022834,0.4621175401767067
JP-28,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.3541397606820661,0.4618954567980172,0.9198307572161815,0.15391137807910615,0.4030168488146598
JP-29,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.149351013019191,0.18743640060777003,0.9548538300996671,0.08825416314399614,0.31441359513777284
JP-30,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4355,0.12739144925417298,0.15863087898170927,0.9506509830039427,0.09626270851363739,0.31352405845099435
JP-31,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.05636817185466547,0.07236142382009611,1.004708312705252,-0.009438793619034325,0.06674572345421313
JP-32,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.0716992090673981,0.08874087312668576,0.9833824882118636,0.03295888187824392,0.19028359604266237
JP-33,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1057619904750114,0.1355850403651982,0.8733910218633764,0.23718812292844715,0.4959330057696929
JP-34,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.20381076670202397,0.2584813968215304,0.9504407257742629,0.09666242678969228,0.324189488501364
JP-35,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.14976396760670296,0.18805186166795115,0.9289551835902392,0.13704226688082488,0.3782137073126473
JP-36,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4354,0.06779613869144369,0.08515955824950773,0.9814842831443431,0.03668860194063506,0.1930746321537803
JP-37,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4371,0.1118479129735373,0.1416947360156992,0.9598458843538893,0.07869587828890023,0.2867752174955961
JP-38,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1428929581115387,0.17885309626504606,0.9480008373022144,0.10129441247430071,0.32340032151184084
JP-39,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4362,0.06432413036120144,0.0804064036816398,0.9700908970300325,0.05892365149946699,0.24427443357970002
JP-40,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.2488212977977379,0.31021053439222396,0.9503593796242262,0.09681704956025572,0.31584058314885033
JP-41,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.09472463007615362,0.11827116700281105,0.9639322282410228,0.07083465935829647,0.2703928182251877
JP-42,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.11885574385768699,0.1498062667300296,0.917959256892598,0.1573508026851893,0.397412886731284
JP-43,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.15868049323031352,0.20253826399364672,0.9724320493739482,0.054375909350382945,0.245426367121661
JP-44,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4358,0.09913895118794695,0.12339471008831729,0.9720762720254584,0.055067721365087086,0.24124325509351588
JP-45,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.1421716866133937,0.1765778604609551,0.9395175754925398,0.11730672534061959,0.3544773202282278
JP-46,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4362,0.13557137172672137,0.1670961133131792,0.8899916078282284,0.20791493799532468,0.46576947475685654
JP-47,cases,seasonal_subannual,hist_gradient_boosting,train,shallow,4353,0.07755721565249968,0.09868145610284881,0.9997714054263976,0.00045713689172577343,0.06572536469840251
JP-01,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.6710670157780306,0.8038552827118772,1.0305752703313706,-0.0620853878185772,-0.31074976633439744
JP-02,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2673549671286757,0.3333350303422474,0.9818460573138056,0.03597831973733523,0.19191244401014382
JP-03,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.17484610111173993,0.2206834534665877,1.0094117679969372,-0.018912117370702308,0.04092537546499032
JP-04,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.23942665363130156,0.29202085980200954,1.0217289927871895,-0.04393013470192475,-0.06083113417090481
JP-05,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.14846028662381194,0.19005445540370228,1.0103960243985786,-0.02090012612045289,-0.0076547505596380435
JP-06,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.1478944251773051,0.18793012252999933,1.0385748118607934,-0.07863763983168237,-0.3391832212731861
JP-07,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.21630839651224412,0.2649488511725411,1.1104992006967027,-0.23320847474801587,-0.34019773722776586
JP-08,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.3545496889140131,0.43188993335460624,1.012093283647727,-0.024332814804838288,0.07394562978471844
JP-09,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2671033924650795,0.31805070305490357,0.9865185247124901,0.026781200399092042,0.17635917443929564
JP-10,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.23709362243334467,0.2990436524083214,0.9777705290134274,0.04396479259280217,0.22549399277082857
JP-11,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.692429847538116,0.9033228688153258,1.0129994577554386,-0.026167901412812666,0.057550177996638856
JP-13,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,1.22353217048949,1.4938619738395964,1.0425992751464248,-0.08701324853585057,-0.03606312143794121
JP-14,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.4672515590486282,0.5781644503840554,1.0143516193825208,-0.02890920774394279,0.07678878410362779
JP-15,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.20091498628367968,0.2452271090043424,1.0318168990923366,-0.06464611325252534,-0.20428550624910255
JP-16,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.10854997361155856,0.1316050165654983,0.9839360395846803,0.0318698700064145,0.22820068143012587
JP-17,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.11402742494705279,0.14570580035011366,0.9975942655547879,0.00480568133220316,0.07911215401907892
JP-18,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.0887165038810114,0.10756039683305531,1.024615186185092,-0.049836279761110935,-0.14611066068224718
JP-19,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.0994366305459591,0.12889604380885109,1.0453357944508805,-0.09272692316025388,-0.14938855869726536
JP-20,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.20306810330543804,0.24847573566316755,0.9855328881215282,0.028724926430839348,0.17516527227861933
JP-21,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.23710964736916892,0.29213821072790336,1.1143661672220104,-0.24181195464907423,0.0928640362889464
JP-22,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.4059004248827102,0.4804127867695676,0.9911207404955262,0.017679677759599888,0.1784313703055507
JP-23,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.5954475105503437,0.757639227045099,1.0239501636020547,-0.04847393754067464,0.13811123622998417
JP-24,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2829061463124536,0.35273919975262924,1.0228519436669434,-0.04622609866324412,0.006913404571910251
JP-25,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.09248317728253184,0.11490761489097943,0.950490994029565,0.09656687026868938,0.34903569741766227
JP-26,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2751697721438513,0.3331378080907145,1.0470339261567965,-0.09628004252331546,-0.2930157670368449
JP-27,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.8447678262613302,0.9944778124162016,1.0899728650223273,-0.18804084648498032,-0.17071184316463492
JP-28,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.4079537363039206,0.48925588392237623,1.1292161932653255,-0.2751292111326331,-0.0972028722771994
JP-29,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.23677329788711787,0.2936045425919509,0.9822780208158778,0.035129889822042126,0.19172803946726322
JP-30,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.14044065045632342,0.17349989865243245,1.0000512923163574,-0.00010258726361644932,0.18542544377418732
JP-31,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.03666850000471489,0.04715397455942916,1.004379518030851,-0.008778216239884395,0.1611105073168054
JP-32,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.04723037371279139,0.057433122901780216,0.9889738216896908,0.021930780012487716,0.17666175156120884
JP-33,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.08371140284150821,0.10404704955498081,1.3183111077913083,-0.7379441769259469,0.0011296641669730665
JP-34,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2097124132742668,0.2627104802275532,0.9645650279704964,0.06961430681627567,0.2703797318911766
JP-35,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.2356405970846353,0.295190961421205,0.9952479449322976,0.009481528108038262,0.12769744802067184
JP-36,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.0721488749075055,0.09393449655751368,1.1116644978717285,-0.23579795582840224,-0.3691641219526279
JP-37,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.1138804477336255,0.13836265230015066,1.0412590508924258,-0.08422041106539502,-0.002271595039478495
JP-38,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.16428409163689625,0.19523649570443294,0.937387210679164,0.12130521725513665,0.36410039326693266
JP-39,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.07457482658773266,0.09423851629935295,0.9444656752378248,0.10798458829755986,0.3428170970979474
JP-40,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.33546199216629147,0.4124654883124171,0.9665299487019063,0.0658198582622902,0.2634934962586751
JP-41,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.16080517085146004,0.19090030820227633,1.0419999013487948,-0.08576379441089821,-0.2810503060445366
JP-42,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.14071163570881626,0.16918324521189165,0.9566000793537621,0.08491628818037611,0.29680325990561635
JP-43,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.17458581010727472,0.20717448711712846,1.010396365700215,-0.020900815820202645,0.03403525344927318
JP-44,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.13923030129745878,0.16822805048746645,1.00974461298343,-0.019584183449056436,0.0009878662211175245
JP-45,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.15542946664465312,0.1809313187125831,0.9438196581977998,0.10920445279938851,0.3389369164418276
JP-46,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.16562152912513886,0.1982181518134039,1.1007028549172353,-0.21154677482295225,-0.10682215129542938
JP-47,cases,seasonal_subannual,hist_gradient_boosting,validation,shallow,365,0.09295398379444443,0.11536032244729803,0.9789124611920202,0.04173039332298156,0.29037364082907346
JP-01,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.644693877946778,0.8538667333836433,1.007806582159171,-0.015674107043349927,-0.05167962769009197
JP-02,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.26432557230814413,0.3197114308560487,0.9549210869293472,0.08812571773767419,0.30889418561851073
JP-03,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.2052336287936173,0.2524121342986152,1.004902878785138,-0.00982979579065768,0.05648655142058471
JP-04,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.2963750740809716,0.3842685777466099,1.0010197479150236,-0.0020405357158577164,0.07590525003793026
JP-05,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.17403851572776377,0.22079778845811124,0.985668970160388,0.028456681262960304,0.18191240804935918
JP-06,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.19633592847384806,0.237287418658293,0.9976757089588757,0.004643179753404669,0.09888328206350423
JP-07,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.2138864056969712,0.26112175942221116,0.9674739731043499,0.06399411136568378,0.27846896797698856
JP-08,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.46120907292453917,0.5718401528674855,0.9603582753346027,0.0777119829963473,0.3052635201273616
JP-09,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.3378982390976419,0.40807791351568823,0.9797939594868856,0.04000379695301104,0.2816478101442963
JP-10,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.32290884555012866,0.39820564231748096,0.9857776738594839,0.02824237772018534,0.1709176036834864
JP-11,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.9091301055223845,1.1483298631463201,1.0372616087031714,-0.07591164488949143,-0.10959876128206099
JP-13,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,1.2717372891415297,1.5908382737880042,0.9742093256910518,0.05091618973658585,0.23754721931964012
JP-14,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.6018513517511306,0.7464001746808041,0.9682049489599472,0.0625791768094659,0.30127090472376616
JP-15,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.22098261948961354,0.2800257887850249,1.0040069051129767,-0.008029865514537882,0.009139906176170791
JP-16,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.121163756255802,0.14894398802919506,1.0186734955791532,-0.03769569059545086,-0.17535651412017866
JP-17,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.12752781387792336,0.15957315756805346,1.0072807124716916,-0.014614433717478725,-0.02878643549795965
JP-18,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.10595230589434741,0.13029376653859723,0.9836012691293307,0.03252854336717004,0.2601452942507222
JP-19,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.10264807773376075,0.1270524591399088,1.0635187090258027,-0.13107204444790987,-0.21044328726757253
JP-20,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.24136954233507926,0.3002392433602628,1.0199224242722196,-0.04024175153332177,-0.03888869421075486
JP-21,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.22514722419837346,0.270898412180123,0.9889536730925492,0.021970632476755125,0.2748133379299524
JP-22,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.39123747000046943,0.4905515574791271,0.9772492173441077,0.044983967200328934,0.23899295016741473
JP-23,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.6927042343195972,0.9285633372643655,0.9723587390627575,0.05451848256828418,0.2338771250375604
JP-24,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.3147759765376711,0.3831025318079399,0.9717258976018327,0.05574877992991245,0.26874292890572776
JP-25,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.09348957984253774,0.11636472597328178,1.0503334264866047,-0.10320030679509196,-0.23891373173045122
JP-26,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.33192193051832747,0.3999777312099872,0.9945311523301756,0.010907787044813322,0.10873163888097427
JP-27,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.8571968695439904,1.083898293869975,0.9420244586538022,0.11258991929801065,0.47386190938734746
JP-28,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.48496528878905487,0.6341729338547704,0.9887010043507282,0.02247032399586102,0.1558997804439807
JP-29,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.21204669421365646,0.27574970929251524,0.992414753734464,0.015112956570163205,0.1237725978680486
JP-30,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.2027931420241436,0.24922902639995112,0.9800716150845226,0.039459629305615196,0.20696287216281573
JP-31,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.04687931717857093,0.05811735347478374,1.0404905408907015,-0.08262056568302434,-0.04831299768486871
JP-32,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.06851796228182634,0.0842122331495628,1.0082488167668961,-0.01656567651184604,0.03328669155137151
JP-33,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.09272689086966808,0.11763441029540253,1.0849533206153414,-0.1771237079142558,0.11159369016219671
JP-34,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.21833124294929304,0.2821696396066967,0.9811858121182294,0.03727440209789057,0.20010979396449458
JP-35,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.24314215096694528,0.2909346970383731,0.9643757628307125,0.0699793880646814,0.277204621741888
JP-36,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.0795013760557974,0.10242150596637116,0.9685114062344083,0.06198565599384909,0.2972231165750127
JP-37,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.15044468243159553,0.1881678006011559,1.0145403944616194,-0.029292211994338402,-0.05061639248663014
JP-38,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.18469032459215595,0.22129971518914682,0.9573197321088744,0.08353893051499262,0.3002974697463012
JP-39,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.11111742376494417,0.1334177387094126,1.0434663938272328,-0.08882211504681004,-0.2550643457610533
JP-40,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.24284857013041267,0.3033416328341638,0.9732534753151435,0.05277767278699519,0.2303244622114289
JP-41,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.16717812895424827,0.2073627119023634,0.9797859982272282,0.0400193976778741,0.23881044519173453
JP-42,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.21953548320119845,0.2817825000911579,0.9503010190019611,0.09692797328383462,0.366100793202452
JP-43,cases,seasonal_subannual,hist_gradient_boosting,test,shallow,730,0.1966012359739063,0.2383867350242592,0.9949343932492769,0.01010555312969319,0.10469464144507222
