component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
44,193.84050945172902,193.84050945172902,0.00013855105617487356,0.9881240821442321,21.824701195219124,subseasonal,JP-13,ah
45,192.730404894679,192.730404894679,0.0001369686651329542,0.988261050809365,12.82903981264637,subseasonal,JP-13,ah
46,192.50027000142668,192.50027000142668,0.00013664175823168573,0.9883976925675967,12.82903981264637,subseasonal,JP-13,ah
47,190.35434256703383,190.35434256703383,0.00013361226719821139,0.9885313048347949,22.178137651821864,subseasonal,JP-13,ah
48,187.50933483963604,187.50933483963604,0.0001296482151071598,0.9886609530499021,22.178137651821864,subseasonal,JP-13,ah
49,186.76230297498788,186.76230297498788,0.00012861724327364754,0.9887895702931757,11.294845360824741,subseasonal,JP-13,ah
50,186.13549821186405,186.13549821186405,0.00012775537108630474,0.988917325664262,11.225409836065573,subseasonal,JP-13,ah
51,183.5278397494384,183.5278397494384,0.0001242008765944046,0.9890415265408564,19.288732394366196,subseasonal,JP-13,ah
52,181.10844948977007,181.10844948977007,0.00012094785780511651,0.9891624743986616,35.57142857142857,seasonal_subannual,JP-13,ah
53,181.0548482831531,181.0548482831531,0.00012087627647601802,0.9892833506751376,35.57142857142857,seasonal_subannual,JP-13,ah
54,180.74015323248923,180.74015323248923,0.00012045644670627978,0.989403807121844,10.977955911823647,subseasonal,JP-13,ah
55,180.65912480976408,180.65912480976408,0.00012034846618456507,0.9895241555880285,10.977955911823647,subseasonal,JP-13,ah
56,178.31097579330486,178.31097579330486,0.00011724029673978846,0.9896413958847683,8.654028436018958,subseasonal,JP-13,ah
57,178.0654739676583,178.0654739676583,0.00011691768179719934,0.9897583135665655,8.599686028257457,subseasonal,JP-13,ah
58,176.4063478964493,176.4063478964493,0.00011474906977596874,0.9898730626363414,18.824742268041238,subseasonal,JP-13,ah
59,176.3291017922462,176.3291017922462,0.000114648597451611,0.989987711233793,18.444444444444443,subseasonal,JP-13,ah
60,175.54577751553953,175.54577751553953,0.00011363223033556525,0.9901013434641286,15.970845481049563,subseasonal,JP-13,ah
61,175.54208926633464,175.54208926633464,0.00011362745551743643,0.990214970919646,15.970845481049563,subseasonal,JP-13,ah
62,174.79986704308908,174.79986704308908,0.00011266861393484888,0.9903276395335809,8.312594840667678,subseasonal,JP-13,ah
63,174.56741961371893,174.56741961371893,0.0001123691615747103,0.9904400086951557,8.312594840667678,subseasonal,JP-13,ah
64,174.09572781798897,174.09572781798897,0.00011176272536533952,0.9905517714205211,26.085714285714282,subseasonal,JP-13,ah
65,172.1361037688491,172.1361037688491,0.00010926087973341571,0.9906610323002545,18.07920792079208,subseasonal,JP-13,ah
66,170.12888613747037,170.12888613747037,0.00010672763180309169,0.9907677599320576,13.559405940594058,subseasonal,JP-13,ah
67,170.09704159363793,170.09704159363793,0.00010668768121334298,0.9908744476132709,13.559405940594058,subseasonal,JP-13,ah
68,169.32087102330792,169.32087102330792,0.00010571624858650957,0.9909801638618574,7.814550641940086,subseasonal,JP-13,ah
69,168.65590054838603,168.65590054838603,0.0001048875244808695,0.9910850513863383,7.814550641940086,subseasonal,JP-13,ah
70,167.88986870142327,167.88986870142327,0.00010393689404148825,0.9911889882803798,13.393643031784842,subseasonal,JP-13,ah
71,167.83868675180858,167.83868675180858,0.00010387353248132462,0.9912928618128611,13.393643031784842,subseasonal,JP-13,ah
72,166.41108856138064,166.41108856138064,0.00010211399764996018,0.9913949758105111,16.6,subseasonal,JP-13,ah
73,165.3279332456948,165.3279332456948,0.00010078902153079597,0.9914957648320418,16.6,subseasonal,JP-13,ah
74,164.4806489815946,164.4806489815946,9.975860729769177e-05,0.9915955234393395,9.52695652173913,subseasonal,JP-13,ah
75,164.43009767307987,164.43009767307987,9.969729731111731e-05,0.9916952207366506,9.52695652173913,subseasonal,JP-13,ah
