prefecture_code,target_variable,frequency_band,model_name,split,selected_alpha,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-40,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.0028340714590173975,0.0032510024961813462,0.3988000802129811,0.8409584960221199,0.9271904229800223
JP-41,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.0056850123444337885,0.006367075811085055,0.5115838714687739,0.738281942453021,0.8759663625179814
JP-42,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.002476161481074608,0.002776986771966417,0.22806190300035742,0.9479877683998555,0.9748163325430442
JP-43,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.0020233221201949253,0.0025960126026316503,0.3346034351624852,0.8880405411774646,0.9705466441762335
JP-44,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.004493188989923537,0.005305546378987186,0.4721400627010854,0.7770837611926151,0.8921617973203401
JP-45,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.010892905714536969,0.012224652663857933,0.5578773686997575,0.6887728414926348,0.9627200184310246
JP-46,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.008108537356443807,0.010041329701858063,0.482327281561932,0.7673603934610768,0.9310964612587148
JP-47,incidence_per_100k,semiannual,ridge,validation,0.01,365,0.012415131165801134,0.014027990113662807,0.9531285343362577,0.09154599703401722,0.3031335305067575
JP-01,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008349768919776238,0.009477300278885601,1.0016381494838535,-0.0032789825014387652,
JP-02,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.012085124723421468,0.013411488925061154,1.0001524490029665,-0.0003049212466312845,
JP-03,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.00917929743433339,0.011332901935484124,1.0320520583523274,-0.06513145114927577,
JP-04,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.0011677473819191441,0.0013971213108527262,1.0147852993980984,-0.029789203874488246,1.3808211571581376e-17
JP-05,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.004854975481330744,0.005561236428796954,1.0259785645840527,-0.05263201498595316,-3.5072305146534093e-17
JP-06,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008820170150227992,0.009807377307666905,1.0000938974900566,-0.00018780379685212623,
JP-07,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.010958548121805734,0.01262099651076862,1.0079378978122313,-0.015938805846139825,2.550626059113332e-16
JP-08,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.015230266457478976,0.01693581654629521,1.0000205706539103,-4.1141730972471535e-05,1.0551835918512732e-16
JP-09,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.016120082076087484,0.017896326575017336,1.0000087407664255,-1.7481609251746022e-05,1.476563343992746e-16
JP-10,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.01670422246913911,0.018538076552890363,1.0000111807536658,-2.236163234048405e-05,-2.153559433817647e-17
JP-11,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.005789878021155372,0.006475208673717996,1.0057906270781707,-0.011614785518299753,8.268166799567235e-17
JP-13,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.007533960812997632,0.00842101787373207,1.0028608748540122,-0.005729934312954432,4.0751724061398473e-17
JP-14,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.01347809144698815,0.014979559370739083,1.000269928362748,-0.0005399295868169229,-9.647819038682386e-17
JP-15,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.010012717174804987,0.011139378851867447,1.0002110620926496,-0.0004221687325063339,
JP-16,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008640731813557756,0.009656172857106356,1.0004041929706347,-0.0008085493132266031,4.726929185660231e-17
JP-17,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008198426296883568,0.009271315681856431,1.021518305552231,-0.04349964857830124,1.1729788853960738e-16
JP-18,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.010174213878736122,0.011310207090167656,1.0002840282616363,-0.0005681371953263348,2.942308516487025e-18
JP-19,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.014146086290068754,0.015703950791562934,1.0172733742500446,-0.034845117958071326,9.85181213244813e-18
JP-20,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.004138959210212491,0.0048618187075969025,1.036141309557855,-0.07358881337226664,
JP-21,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.016611511472021057,0.01842777784997129,1.0000000000990066,-1.9801316142320502e-10,
JP-22,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.017973967286741558,0.019921185313610076,1.0004177112915171,-0.0008355970657574208,
JP-23,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.017221252146832403,0.019062635091114055,1.000472208434956,-0.0009446398507180209,6.934326429752365e-17
JP-24,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.016936220404835663,0.018912205651889634,1.0001297466312462,-0.00025951009668090386,-2.3122744562441057e-17
JP-25,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008704164572004123,0.009672384960957934,1.0000107918505476,-2.1583817559456264e-05,1.3070438010371638e-16
JP-26,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.007462666391755006,0.008460929907872257,1.003391629019299,-0.006794761186002862,7.214392014732874e-17
JP-27,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.011678180502963695,0.012966051007213916,1.002906617891531,-0.005821684210629341,
JP-28,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.008651346943703571,0.009674130093447296,1.001733096485076,-0.003469196593578694,-1.0236248625430846e-16
JP-29,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.01750842512163182,0.019486891639509906,1.000105282259486,-0.00021057560332615743,
JP-30,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.01895634912083462,0.021053858599750862,1.0000989834674459,-0.00019797673261856552,-8.849826213104857e-17
JP-31,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.015199618802904402,0.016889957232290573,1.0005215248389767,-0.0010433216661109856,2.0270654630534724e-17
JP-32,incidence_per_100k,semiannual,prefecture_mean_baseline,validation,,365,0.006858762668158542,0.007640713312365609,1.0004856233936386,-0.0009714826173574664,
