prefecture_code,target_variable,frequency_band,model_name,split,selected_alpha,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-26,cases,seasonal_subannual,ridge,validation,1000.0,365,0.26786890806039393,0.3206569180711058,1.0078071708567686,-0.015675293630323495,0.06533080266408933
JP-27,cases,seasonal_subannual,ridge,validation,1000.0,365,0.7806488269108866,0.9321581809407689,1.0216689708395328,-0.043807485976310234,-0.06438536824695006
JP-28,cases,seasonal_subannual,ridge,validation,1000.0,365,0.3738704491809487,0.45493317808595235,1.0499984331917005,-0.10249670970502622,-0.06822370926513138
JP-29,cases,seasonal_subannual,ridge,validation,1000.0,365,0.24338835477586312,0.30014587490850186,1.0041625833116652,-0.008342493723156874,0.08632104971867856
JP-30,cases,seasonal_subannual,ridge,validation,1000.0,365,0.15110204130165927,0.18699836814854603,1.07785630528022,-0.16177421483232646,0.27683763792413574
JP-31,cases,seasonal_subannual,ridge,validation,1000.0,365,0.055720755206156415,0.06581332611728803,1.4018236507800583,-0.965109547886331,0.246414429659552
JP-32,cases,seasonal_subannual,ridge,validation,1000.0,365,0.05464247114694956,0.06977824150992695,1.2015514861498096,-0.4437259738688162,0.26414205014887826
JP-33,cases,seasonal_subannual,ridge,validation,1000.0,365,0.10870434609803827,0.13500816478472782,1.7105988496499935,-1.9261484244238813,-0.026396304652337298
JP-34,cases,seasonal_subannual,ridge,validation,1000.0,365,0.22363074535227043,0.2817817496739058,1.034586899694153,-0.07037005301875898,-0.07831838401044056
JP-35,cases,seasonal_subannual,ridge,validation,1000.0,365,0.2473682243053754,0.3092052628730391,1.042497713869829,-0.08680148342382021,0.054945877658824624
JP-36,cases,seasonal_subannual,ridge,validation,1000.0,365,0.0805177970003555,0.10713799135828121,1.267920793010973,-0.6076231373495746,0.022809550426887395
JP-37,cases,seasonal_subannual,ridge,validation,1000.0,365,0.11100534563217432,0.13214982329699682,0.9945039162976703,0.010961960468596765,0.23010124392119716
JP-38,cases,seasonal_subannual,ridge,validation,1000.0,365,0.16654768248016044,0.2009653700904496,0.9648932031508243,0.068981106513342,0.3118039980122819
JP-39,cases,seasonal_subannual,ridge,validation,1000.0,365,0.08067642698100998,0.10094791917200865,1.0117078280581877,-0.023552729354215707,0.24553416492568658
JP-40,cases,seasonal_subannual,ridge,validation,1000.0,365,0.33558293331159816,0.4128855957536313,0.9675143860308751,0.06391591282329867,0.2578194914846981
JP-41,cases,seasonal_subannual,ridge,validation,1000.0,365,0.18592123425594764,0.22175474361180003,1.2104140802239294,-0.465102245604341,-0.22180998277939049
JP-42,cases,seasonal_subannual,ridge,validation,1000.0,365,0.14676718414275025,0.17381222170267724,0.9827733524392044,0.0341565377354075,0.31270805922135086
JP-43,cases,seasonal_subannual,ridge,validation,1000.0,365,0.18555931584335508,0.2251457887972534,1.0980429584693068,-0.20569833864402765,0.05215395492651632
JP-44,cases,seasonal_subannual,ridge,validation,1000.0,365,0.14656746039833504,0.18022360988458924,1.081744802285213,-0.17017181727107444,-0.026017038763846343
JP-45,cases,seasonal_subannual,ridge,validation,1000.0,365,0.15612691064520653,0.18602756050330066,0.9704039622267179,0.058316150094686825,0.2582762062398078
JP-46,cases,seasonal_subannual,ridge,validation,1000.0,365,0.15680241262287242,0.18817999480574682,1.04496109779079,-0.09194369589613305,-0.06421471494492381
JP-47,cases,seasonal_subannual,ridge,validation,1000.0,365,0.0905885373979721,0.11523757538276641,0.9778708670936712,0.04376856728947154,0.3058455148216494
JP-01,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.6452183438450642,0.7802375901241912,1.0002964248144945,-0.0005929374966595624,-3.1196738969784933e-17
JP-02,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.27174841076446943,0.3396712683779522,1.0005095932979204,-0.0010194462811701221,-9.556712766506306e-18
JP-03,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.17188825804490754,0.218850342148342,1.0010270698801582,-0.002055194632855084,
JP-04,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2309692943873972,0.28583036544128404,1.0000695552650647,-0.00013911536806432423,5.1083476377031306e-17
JP-05,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.15025490680085696,0.1881869006550417,1.0004674495099493,-0.0009351175289427083,0.0
JP-06,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.1412090853170128,0.18098612206421477,1.0001995696153028,-0.00039917905863706693,-2.689544514783134e-17
JP-07,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.19724647067111845,0.23861004169649425,1.000103451702098,-0.00020691410645046204,-1.3598853604698713e-17
JP-08,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.33524961298393197,0.4268892205536432,1.0003745853210624,-0.0007493109562872746,-4.561889912849102e-17
JP-09,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.27149804209834605,0.322614933418437,1.000675694501559,-0.0013518455661771789,-6.321222145369663e-17
JP-10,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2427574061457873,0.30605066694658717,1.0006810715268997,-0.00136260691222434,
JP-11,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.6937697829956961,0.8947168809167814,1.003348577239031,-0.0067083674475876265,
JP-13,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,1.2026241938940296,1.4577295043395768,1.0173816264146982,-0.035065373766216545,5.9440484797805316e-18
JP-14,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.4639056767921334,0.5717753877210309,1.0031424278553172,-0.006294730563460416,-5.123016334344997e-17
JP-15,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.19473829760374245,0.23768617132994121,1.000087670790292,-0.00017534926675133455,-1.3438191406088125e-17
JP-16,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.11200023523781316,0.13390333296371393,1.0011192472889805,-0.0022397472924544637,
JP-17,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.11555752697709576,0.14606069032879193,1.000024067297626,-4.813517448676308e-05,8.330181421434248e-18
JP-18,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.08640676243732176,0.10503791034026219,1.0005861007264902,-0.0011725449670421106,-2.8975154337665304e-18
JP-19,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.09769304167299946,0.12450894214906921,1.00975677849857,-0.01960875172381016,-3.453517292957211e-17
JP-20,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2026423726352796,0.25213021599089624,1.0000277060656517,-5.541289892940782e-05,1.0616642028133185e-16
JP-21,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.22252342178949258,0.26419933270713386,1.00779284242854,-0.01564641325019589,6.961585621176905e-18
JP-22,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.4129261008364948,0.485609032144406,1.001840910119522,-0.003685209189111971,2.510090401217078e-18
JP-23,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.5849432015539323,0.7406905383669397,1.001043994114861,-0.00208907815343351,-7.892870211924695e-17
JP-24,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.27257431650435093,0.34487619320259216,1.000051269575684,-0.00010254177993762603,
JP-25,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.10008378688878501,0.12142515280238662,1.0044026611885803,-0.008824705802702004,-7.548102970253997e-17
JP-26,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2641028556132988,0.31961022819289875,1.0045174817670532,-0.00905537117562183,6.954840797585958e-17
JP-27,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.7575729730937988,0.9136048053621919,1.0013340013884966,-0.002669782336697901,-4.3339241455406037e-17
JP-28,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.362837854262494,0.4333713104911528,1.0002330428403532,-0.00046613998967171,-9.360458929480428e-18
JP-29,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2448008639826851,0.29890817125220764,1.000021744457033,-4.3489386887252124e-05,-1.6282046994185778e-17
JP-30,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.139842531387466,0.17427009488990874,1.0044906940025127,-0.009001554337649598,2.8051778303971217e-17
JP-31,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.03739555537957627,0.04695004560832829,1.0000358319782345,-7.16652403998097e-05,6.478834829114017e-18
JP-32,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.047468851883437524,0.05815109175631044,1.0013369384077775,-0.002675664219861096,-4.190151413627383e-17
JP-33,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.06162028815387648,0.07919317239884074,1.003404126125228,-0.006819840325132276,3.853944952969998e-17
JP-34,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.21809082702709467,0.27236223636778195,1.0000023140022538,-4.628009862006621e-06,8.040887301487724e-17
JP-35,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.2362725969398803,0.29686239606123593,1.000883252607609,-0.001767285350387171,8.306740017325954e-17
JP-36,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.06602378611217598,0.08463608642505395,1.0016227899824726,-0.003248213412271994,-4.3196368314972866e-17
JP-37,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.1042817588536073,0.13390793506541906,1.007734725052181,-0.015529276075994636,
JP-38,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.17609937648897156,0.20844943690020037,1.0008263850388532,-0.0016534529899390193,
JP-39,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.07858281175103494,0.0998002232306507,1.0002055308575495,-0.00041110395803212185,
JP-40,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.3448415430415927,0.42717763554708754,1.0010049079771666,-0.002010825794376059,3.421261750383564e-17
JP-41,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.155899378912933,0.1832846754951083,1.0004311443137388,-0.0008624745128971156,-4.8770396785257205e-18
JP-42,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.1442594926867557,0.17686403436852563,1.0000289869121515,-5.7974664544158117e-05,-6.53542783294796e-17
JP-43,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.17187121751784915,0.2051885330892907,1.0007108066330865,-0.0014221185122429425,
JP-44,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.13545820689563984,0.16663727169802312,1.0001963818267694,-0.0003928022193602221,
JP-45,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.16120667642947706,0.19170474905460994,1.000018747528388,-3.749540824560249e-05,-6.346768050908388e-18
JP-46,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.14981287139348382,0.18017823699637361,1.00052743929606,-0.0010551567843308796,2.0268671399626428e-17
JP-47,cases,seasonal_subannual,prefecture_mean_baseline,validation,,365,0.0958559697827598,0.11784541329033893,1.0000001830520062,-3.661040457458853e-07,1.5486597510984327e-17
JP-01,cases,seasonal_subannual,ridge,test,1000.0,730,0.6441410723040774,0.8514897614365744,1.0050010764751975,-0.010027163716305854,-0.06764785887849167
JP-02,cases,seasonal_subannual,ridge,test,1000.0,730,0.2703464653024503,0.32736578291433316,0.9777832728939395,0.04393987124881593,0.21391612062930418
JP-03,cases,seasonal_subannual,ridge,test,1000.0,730,0.2093737712211858,0.2570604933570422,1.0234089201544252,-0.047365817851646286,0.024117723819077775
JP-04,cases,seasonal_subannual,ridge,test,1000.0,730,0.3071158693772515,0.39609150738424614,1.0318184827865693,-0.06464938141997756,-0.0540190586120458
JP-05,cases,seasonal_subannual,ridge,test,1000.0,730,0.17561503656410896,0.22230866784778933,0.9924137249084324,0.0151149986133704,0.13847724988584903
JP-06,cases,seasonal_subannual,ridge,test,1000.0,730,0.19621340613927923,0.23555424181334242,0.9903885613835243,0.01913049748067308,0.15163073322859244
JP-07,cases,seasonal_subannual,ridge,test,1000.0,730,0.21394142148151346,0.26322093721517553,0.9752515703605321,0.04888437450931604,0.2219291521609629
JP-08,cases,seasonal_subannual,ridge,test,1000.0,730,0.47144913008182004,0.5811428985279404,0.9759814678186417,0.04746017447456963,0.2533710724053559
JP-09,cases,seasonal_subannual,ridge,test,1000.0,730,0.33943178128972057,0.40848787544860626,0.980778276971829,0.03807397142017066,0.20767783222191627
JP-10,cases,seasonal_subannual,ridge,test,1000.0,730,0.3254723175628925,0.4015459549956244,0.9940467823599564,0.011870994479817543,0.12639162306059054
JP-11,cases,seasonal_subannual,ridge,test,1000.0,730,0.8894320172826766,1.1218346725226427,1.013329074218774,-0.026835812657077573,-0.14169081873494174
JP-13,cases,seasonal_subannual,ridge,test,1000.0,730,1.2851276220170333,1.6169415158616984,0.9901946224229512,0.019514609724668786,0.24048184893115768
JP-14,cases,seasonal_subannual,ridge,test,1000.0,730,0.6022231653077205,0.7497754614044673,0.9725832562284403,0.054081809704083716,0.3081313072325596
JP-15,cases,seasonal_subannual,ridge,test,1000.0,730,0.22861318541814316,0.2840563375283881,1.0184580697263823,-0.03725683979078864,-0.0012603162424123199
JP-16,cases,seasonal_subannual,ridge,test,1000.0,730,0.12547854592241578,0.1544599651480915,1.0563989504134863,-0.11597874243471495,-0.039112559409837704
JP-17,cases,seasonal_subannual,ridge,test,1000.0,730,0.12892275669132108,0.16418501161827645,1.036392323123019,-0.07410904742832813,-0.002427354316200876
JP-18,cases,seasonal_subannual,ridge,test,1000.0,730,0.11652111034715082,0.14608679750425793,1.1028245114524466,-0.21622190306032762,-0.1667186245000099
JP-19,cases,seasonal_subannual,ridge,test,1000.0,730,0.13294876598478067,0.1608410661452151,1.3463531849999553,-0.8126668987595238,-0.26183504825386916
JP-20,cases,seasonal_subannual,ridge,test,1000.0,730,0.24703249203690078,0.30638387856225024,1.0407959488699334,-0.08325620718406568,-0.062284500681389486
JP-21,cases,seasonal_subannual,ridge,test,1000.0,730,0.219243050046103,0.2625086830464253,0.9583257584575046,0.08161174067684851,0.28960687627048276
JP-22,cases,seasonal_subannual,ridge,test,1000.0,730,0.3936557987835373,0.48903430479528515,0.9742266318988237,0.05088246969907384,0.23213432455823654
JP-23,cases,seasonal_subannual,ridge,test,1000.0,730,0.7091473995251188,0.9405058163142622,0.9848644814329572,0.03004195321179226,0.21982889362235677
JP-24,cases,seasonal_subannual,ridge,test,1000.0,730,0.3204365785951977,0.3945056832998103,1.0006495843408243,-0.0012995906414647873,0.08434015594538471
JP-25,cases,seasonal_subannual,ridge,test,1000.0,730,0.1048757527280847,0.13088524128707416,1.1813987684647966,-0.3957030501301382,-0.1988604114655084
JP-26,cases,seasonal_subannual,ridge,test,1000.0,730,0.3345555401418923,0.40325309654209257,1.0026752378726052,-0.005357632642885468,0.05928439819458485
JP-27,cases,seasonal_subannual,ridge,test,1000.0,730,0.8827155109098307,1.120466982954363,0.9738065914731129,0.05170072240351764,0.4209841011671734
JP-28,cases,seasonal_subannual,ridge,test,1000.0,730,0.4800533494028601,0.6323252342929627,0.9858203667281267,0.028158204544021737,0.20726818507020228
JP-29,cases,seasonal_subannual,ridge,test,1000.0,730,0.21456796902463984,0.2755055626049349,0.9915360772874361,0.016856207437443316,0.13806841022592475
JP-30,cases,seasonal_subannual,ridge,test,1000.0,730,0.20026976122561635,0.24882790545080213,0.9784942416053765,0.042549019145118994,0.21903191585890713
JP-31,cases,seasonal_subannual,ridge,test,1000.0,730,0.06598471901176756,0.08308272727669688,1.4874523128502912,-1.2125143830036804,-0.027370958797121633
JP-32,cases,seasonal_subannual,ridge,test,1000.0,730,0.08662665395398564,0.10739047706857645,1.2857552565329022,-0.6531665797019892,-0.12266734914775036
JP-33,cases,seasonal_subannual,ridge,test,1000.0,730,0.09764464583940571,0.12437216078258077,1.1470962322530542,-0.31582976604915314,0.11535318686531137
JP-34,cases,seasonal_subannual,ridge,test,1000.0,730,0.23469447648413688,0.299888721775376,1.0428002085213943,-0.08743227489226357,-0.11090967399556775
JP-35,cases,seasonal_subannual,ridge,test,1000.0,730,0.24204358474723686,0.2901994636846579,0.9619386481325843,0.07467403722885635,0.2755589065772144
JP-36,cases,seasonal_subannual,ridge,test,1000.0,730,0.07897515936688726,0.09944801162796076,0.9403936476059668,0.11565978754234485,0.36646922707460267
JP-37,cases,seasonal_subannual,ridge,test,1000.0,730,0.15463314089627567,0.19409015506612298,1.0464718291482846,-0.09510328920095623,-0.07824592137928427
JP-38,cases,seasonal_subannual,ridge,test,1000.0,730,0.1916461760902863,0.23083568785739456,0.9985713658597893,0.0028552272849147187,0.162117632988731
JP-39,cases,seasonal_subannual,ridge,test,1000.0,730,0.12451736166685849,0.15080918843623092,1.1794857380719757,-0.3911866063151934,-0.33675535268240847
JP-40,cases,seasonal_subannual,ridge,test,1000.0,730,0.2450122231782816,0.30495676981627867,0.9784355456635703,0.042663882982031165,0.20830412141448168
JP-41,cases,seasonal_subannual,ridge,test,1000.0,730,0.16446965616795411,0.20385882097278127,0.9632301611597789,0.07218765663210658,0.2790869886268476
JP-42,cases,seasonal_subannual,ridge,test,1000.0,730,0.2204866560292872,0.28629251096034475,0.9655108632020504,0.0677887730388318,0.2650824747631775
JP-43,cases,seasonal_subannual,ridge,test,1000.0,730,0.19973482395328143,0.2446054893009255,1.020889077818415,-0.04221450920893344,0.0893521564170327
JP-44,cases,seasonal_subannual,ridge,test,1000.0,730,0.17823711422516456,0.21779077430840274,1.1039482358001902,-0.2187017073263522,-0.3168591953775243
JP-45,cases,seasonal_subannual,ridge,test,1000.0,730,0.12550343968338631,0.15811031006451132,0.9932331660731177,0.013487877812370375,0.18365723883409615
JP-46,cases,seasonal_subannual,ridge,test,1000.0,730,0.16995156878958054,0.20768241081512734,1.0394009524034222,-0.08035433985714135,-0.13522751174750453
JP-47,cases,seasonal_subannual,ridge,test,1000.0,730,0.1514926375146348,0.17951085323514993,1.1891848410567496,-0.41416058619916707,-0.27496245910980105
JP-01,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.638306824055807,0.8473301225215146,1.0000915146968736,-0.00018303776868688892,
JP-02,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.27419826361235095,0.3348100381986236,1.0000179372236453,-3.5874769034327514e-05,7.268029340874131e-18
JP-03,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.20469288566839505,0.25177383467529374,1.0023616811094178,-0.0047289397564982405,9.08222987849117e-18
JP-04,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.2942644027838524,0.38435358482710985,1.0012411913824861,-0.0024839233210200984,1.6903780976234603e-17
JP-05,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.17599765073485238,0.2243139048138842,1.001365353768036,-0.0027325717269837124,-8.14713628736085e-18
JP-06,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.19630576587624987,0.23830749500684262,1.0019646232215276,-0.003933106187457902,-1.0231093150420742e-16
JP-07,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.2199147635540835,0.2699174774913992,1.0000627099661592,-0.00012542386485803192,-1.1269732106236046e-18
JP-08,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.4859909707383078,0.5954730874658514,1.0000478357793754,-9.567384701281156e-05,0.0
JP-09,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.34498224530156985,0.41679234616893385,1.0007172885650155,-0.001435091632916441,-2.1179077078582957e-17
JP-10,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.3281979739411716,0.40407499366016636,1.0003075420953627,-0.0006151787728656544,-3.614349713222387e-17
JP-11,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.8783498087761079,1.1074388147176986,1.0003256062217774,-0.0006513184629666213,
JP-13,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,1.2948799625933543,1.6343870520309978,1.000878049084131,-0.0017568691384564072,-1.0729169349690174e-16
JP-14,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.6261385288222764,0.7722342357003545,1.001716015247624,-0.003434975203578272,6.312958201271008e-17
JP-15,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.21824068433417368,0.27894916756740806,1.000146778010511,-0.00029357756480630215,8.72461000403858e-18
JP-16,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.11891869761996124,0.14625141836386302,1.000258187990259,-0.0005164426415562584,
JP-17,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.1276817502718318,0.15846496223836018,1.0002854019930154,-0.0005708854403285724,3.552055746953469e-17
JP-18,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.10848955924095327,0.13254202301158705,1.0005735923563666,-0.0011475137209242536,
JP-19,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.0977666299861913,0.12016246576992308,1.005844604143075,-0.011723367683739605,-1.0184493036243557e-16
JP-20,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.238117909305989,0.29582154370995895,1.0049153556205113,-0.009854871961898493,-4.959732870789201e-17
JP-21,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.22623659028075452,0.2740809904540102,1.0005721334908055,-0.0011445943183421292,-3.886466226452441e-18
JP-22,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.4024086569998233,0.5019757065831963,1.0000077645356515,-1.5529131591085488e-05,-3.878091143400995e-17
JP-23,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.7222949858281391,0.9550931806687253,1.0001398543027742,-0.0002797281647741734,
JP-24,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.32325471020468105,0.39457579261810094,1.0008274141242108,-0.001655512862554831,
JP-25,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.08882429465235665,0.11097364070853094,1.001672313668728,-0.003347423970462282,6.863777707439471e-18
JP-26,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.33579667974835414,0.4025789664687954,1.0009990361586036,-0.001999070390453106,
JP-27,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.9011111592973033,1.151325960235468,1.000626369244006,-0.0012531308264420726,4.229713917432351e-17
JP-28,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.4919724621636068,0.6426848032024435,1.0019713495888833,-0.003946585396968683,
JP-29,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.21149027620685243,0.27790963699981464,1.0001882673647173,-0.00037657017403525117,
JP-30,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.21062265493464133,0.2543335387125514,1.000144668768088,-0.0002893584652285952,
JP-31,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.04485003597372806,0.05587190326755705,1.0002896445839875,-0.0005793730619598758,
JP-32,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.06768242891880527,0.08355356669637966,1.0003627930001768,-0.000725717619114663,
JP-33,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.08709948865111508,0.10944311855018456,1.0094042601254227,-0.018896960359352066,-1.8235068356432616e-17
JP-34,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.22605499969410836,0.28783791749533444,1.0008960610706925,-0.0017929250668273777,-4.230759447441015e-18
JP-35,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.25173848087947276,0.301682199241914,1.0000010448667616,-2.089734614907357e-06,
JP-36,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.08181549634437436,0.10575619856338309,1.0000447037193323,-8.940943708690696e-05,-3.739162161489398e-17
JP-37,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.15015144406462297,0.18548270812211798,1.0000632375083787,-0.00012647901573958897,-3.93597781383933e-17
JP-38,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.1937079158577358,0.23120086771646528,1.0001510962474147,-0.00030221532490548597,-2.1052976399814508e-17
JP-39,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.10736046281580208,0.12794829133661614,1.0006895893218728,-0.0013796541771786686,-2.854719899979084e-17
JP-40,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.24773388289531875,0.3118039454376079,1.0004042988719208,-0.0008087612014195944,-2.081948716801169e-17
JP-41,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.1718316358582069,0.21165809717565215,1.0000816353220081,-0.0001632773083419803,
JP-42,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.23394376347600843,0.29665920269895546,1.0004721461763089,-0.0009445152746290209,1.641286982172383e-17
JP-43,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.1982745792250567,0.23966254860921038,1.0002591476443292,-0.0005183624461599923,6.855252938911361e-17
JP-44,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.1618518656019803,0.1972842955195707,1.0000040207465788,-8.041509323764018e-06,6.167179478129701e-17
JP-45,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.12487229923152587,0.15930722910930648,1.0007520918908588,-0.0015047494239301962,
JP-46,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.16214081923300622,0.19981084342955938,1.0000056343052026,-1.1268642150508157e-05,-7.230933522811391e-18
JP-47,cases,seasonal_subannual,prefecture_mean_baseline,test,,730,0.12851191769465148,0.15148807182892263,1.003545553782685,-0.007103678516996226,-9.067520214145218e-18
JP-01,cases,subseasonal,ridge,train,1000.0,4362,0.6075610916919267,0.757194502297559,1.0004257279027724,-0.0008516370497919645,-0.01337815138094436
JP-02,cases,subseasonal,ridge,train,1000.0,4363,0.29888874647470615,0.37508630225148176,1.00232158615231,-0.004648562066882578,-0.05774212256882731
JP-03,cases,subseasonal,ridge,train,1000.0,4362,0.22090409355485843,0.2778533329868709,0.9992905572997525,0.0014183820915500966,0.0376982487029643
JP-04,cases,subseasonal,ridge,train,1000.0,4362,0.2959831706501203,0.3703292244955681,1.000575302685853,-0.0011509363448860555,-0.008377712289021856
JP-05,cases,subseasonal,ridge,train,1000.0,4362,0.24069093614375348,0.3014199731868381,1.0006416408959735,-0.001283693494986693,0.005783685016819333
JP-06,cases,subseasonal,ridge,train,1000.0,4362,0.27248289957169286,0.3411258209566393,1.0010636599112617,-0.0021284511949299922,-0.022751111968093537
JP-07,cases,subseasonal,ridge,train,1000.0,4366,0.37326579228771084,0.46922536818331684,0.9988155280341827,0.0023675409577967876,0.059012315034108996
JP-08,cases,subseasonal,ridge,train,1000.0,4362,0.44210539916461317,0.560195846106982,0.9979408459261674,0.00411406803216563,0.10751357630181206
JP-09,cases,subseasonal,ridge,train,1000.0,4362,0.2833986492862069,0.35505146507968094,1.000560957421405,-0.0011222295160386864,-0.005070490731010972
JP-10,cases,subseasonal,ridge,train,1000.0,4363,0.3243524117731805,0.40942875458337924,0.9990908400600083,0.0018174933081871458,0.04571543202170805
JP-11,cases,subseasonal,ridge,train,1000.0,4368,0.6713373815779359,0.8468579283857397,0.9994801010583628,0.0010395275883647859,0.03985071232024258
JP-13,cases,subseasonal,ridge,train,1000.0,4362,0.7298217517684016,0.9197232165868249,0.9998549430544508,0.0002900928495809252,0.01809864392743094
JP-14,cases,subseasonal,ridge,train,1000.0,4362,0.837714080412374,1.0500336245159865,0.9989079241652509,0.0021829590398693144,0.10175594716781386
JP-15,cases,subseasonal,ridge,train,1000.0,4364,0.31621369734404187,0.3969636365439826,0.999269994841733,0.001459477409003096,0.04032310440173137
JP-16,cases,subseasonal,ridge,train,1000.0,4362,0.2582978242974208,0.32350922838058094,1.0023913436962177,-0.004788405917109051,-0.04593096226921157
JP-17,cases,subseasonal,ridge,train,1000.0,4365,0.2105660825558091,0.26652859052149425,1.000081604868013,-0.0001632163953806387,0.019558589017035135
JP-18,cases,subseasonal,ridge,train,1000.0,4362,0.1555101177631087,0.19502803893661252,0.9936046643013475,0.012749771078606642,0.1263039445091986
JP-19,cases,subseasonal,ridge,train,1000.0,4363,0.23985728215146537,0.3022410477585636,0.9997724974001726,0.0004549534422219059,0.027993504455235088
