date,original,high_frequency,seasonal_subannual,subseasonal,trend,reconstructed_without_noise,residual
2014-05-08,0.0,-0.03979926835655749,-0.004615719335060022,-0.016705699032999212,0.01363770975003277,-0.04748297697458396,0.04748297697458396
2014-05-09,0.0,0.03914380064764386,0.00045667625371044983,0.01669915736054713,0.013663850456725303,0.06996348471862675,-0.06996348471862675
2014-05-10,0.0,-0.06772857403947588,0.005113574623738147,0.0332633020938403,0.01369172602715337,-0.015659971294744057,0.015659971294744057
2014-05-11,0.0,0.02405412589130868,0.009289297846360874,0.022126648611234617,0.01372160431095375,0.06919167665985793,-0.06919167665985793
2014-05-12,0.0,0.0824205137845629,0.01280397305078209,0.0045003803570012844,0.013749974451223048,0.11347484164356932,-0.11347484164356932
2014-05-13,0.0,-0.06788554090917166,0.01582013568035883,-0.020595473507097825,0.013777726197493031,-0.05888315253841762,0.05888315253841762
2014-05-14,0.0,0.04640624655456513,0.01904763853907787,-0.024145421457305756,0.013806892788920283,0.05511535642525753,-0.05511535642525753
2014-05-15,0.0,-0.04978728296731255,0.021877216316520037,-0.004973921852260324,0.01383447246893448,-0.019049516034118356,0.019049516034118356
2014-05-16,0.0,-0.07380899883907013,0.024225512684807667,0.020263772237831282,0.013861364429160064,-0.01545834948727112,0.01545834948727112
2014-05-17,0.0,0.10736150352287581,0.02550750994548521,0.05418726878467405,0.013890121778818666,0.20094640403185374,-0.20094640403185374
2014-05-18,0.0,0.0820047682143188,0.025470155059697314,0.042233110213304406,0.013917168569035009,0.16362520205635556,-0.16362520205635556
2014-05-19,0.0,-0.08177706769291211,0.02410333393214119,-0.004168773850981628,0.013942566230692833,-0.04789994138105971,0.04789994138105971
2014-05-20,0.0,-0.054973059057988605,0.021432735450589307,-0.03862066853427194,0.013970104650911504,-0.058190887490759735,0.058190887490759735
2014-05-21,0.0,0.020045097646146315,0.01828632246545477,-0.06057914235514982,0.013996765089286451,-0.00825095715426229,0.00825095715426229
2014-05-22,0.0,-0.049162604772558884,0.014784041370549717,-0.04632634942378715,0.014023232129605715,-0.0666816806961906,0.0666816806961906
2014-05-23,0.0,0.0965736538706184,0.011377844386842802,-0.012834480999829711,0.014050873146394076,0.10916789040402558,-0.10916789040402558
