component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
72,6.067507209703251,6.067507209703251,0.0034358043620906146,0.29040887253351216,3.5827338129496398,high_frequency,JP-13,c2w_event
73,6.043110151923204,6.043110151923204,0.003408229613464983,0.29381710214697715,2.2702030667219226,high_frequency,JP-13,c2w_event
74,6.042213765951469,6.042213765951469,0.0034072185901496436,0.2972243207371268,2.2702030667219226,high_frequency,JP-13,c2w_event
75,6.035893655877247,6.035893655877247,0.0034000944680409894,0.3006244152051678,7.748231966053748,subseasonal,JP-13,c2w_event
76,6.034632631031085,6.034632631031085,0.0033986739142795297,0.3040230891194473,7.748231966053748,subseasonal,JP-13,c2w_event
77,6.011390371214233,6.011390371214233,0.0033725444885792993,0.30739563360802663,4.4645476772616135,high_frequency,JP-13,c2w_event
78,6.010799520479633,6.010799520479633,0.0033718815562667464,0.31076751516429335,4.4645476772616135,high_frequency,JP-13,c2w_event
79,5.996914044264691,5.996914044264691,0.0033563208636770035,0.31412383602797034,2.4390026714158504,high_frequency,JP-13,c2w_event
80,5.996476976398585,5.996476976398585,0.003355831649881317,0.31747966767785163,13.328467153284672,subseasonal,JP-13,c2w_event
81,5.982423480349573,5.982423480349573,0.003340120457138395,0.32081978813499,13.328467153284672,subseasonal,JP-13,c2w_event
82,5.9755932233608995,5.9755932233608995,0.003332497841444396,0.3241522859764344,2.480978260869565,high_frequency,JP-13,c2w_event
83,5.9557248984410025,5.9557248984410025,0.0033103741545413056,0.32746266013097575,2.480978260869565,high_frequency,JP-13,c2w_event
84,5.954098202436398,5.954098202436398,0.0033085660666594824,0.3307712261976352,2.480978260869565,high_frequency,JP-13,c2w_event
85,5.952463607893009,5.952463607893009,0.0033067496969939945,0.33407797589462923,12.09271523178808,subseasonal,JP-13,c2w_event
86,5.951830596892003,5.951830596892003,0.0033060464259542523,0.3373840223205835,12.09271523178808,subseasonal,JP-13,c2w_event
87,5.9388454051476955,5.9388454051476955,0.0032916364672182824,0.3406756587878018,5.034926470588235,high_frequency,JP-13,c2w_event
88,5.92597146724483,5.92597146724483,0.003277381038786733,0.34395303982658854,5.034926470588235,high_frequency,JP-13,c2w_event
89,5.922756201496812,5.922756201496812,0.0032738255737161867,0.34722686540030473,3.1591695501730106,high_frequency,JP-13,c2w_event
90,5.916525330886968,5.916525330886968,0.0032669409231009935,0.3504938063234057,3.1591695501730106,high_frequency,JP-13,c2w_event
91,5.885501553364704,5.885501553364704,0.0032327698119139843,0.3537265761353197,3.0265193370165746,high_frequency,JP-13,c2w_event
92,5.8850178267576725,5.8850178267576725,0.00323223843408825,0.356958814569408,3.0265193370165746,high_frequency,JP-13,c2w_event
93,5.868777928676651,5.868777928676651,0.0032144241134971726,0.36017323868290513,3.3607361963190185,high_frequency,JP-13,c2w_event
94,5.8627975180645935,5.8627975180645935,0.003207876317109133,0.36338111500001424,3.3607361963190185,high_frequency,JP-13,c2w_event
95,5.860699837914494,5.860699837914494,0.003205581202998691,0.36658669620301293,9.09966777408638,subseasonal,JP-13,c2w_event
96,5.859408188152047,5.859408188152047,0.003204168391543001,0.36979086459455596,9.09966777408638,subseasonal,JP-13,c2w_event
97,5.853394345619739,5.853394345619739,0.0031975945277959057,0.37298845912235185,3.3607361963190185,high_frequency,JP-13,c2w_event
98,5.849221527506576,5.849221527506576,0.0031930370954592964,0.37618149621781116,3.3607361963190185,high_frequency,JP-13,c2w_event
99,5.837038409585348,5.837038409585348,0.0031797496402216187,0.37936124585803277,17.06542056074766,subseasonal,JP-13,c2w_event
100,5.83654876434489,5.83654876434489,0.0031792161902543968,0.3825404620482872,5.5,high_frequency,JP-13,c2w_event
101,5.830060713565549,5.830060713565549,0.003172151929431679,0.38571261397771883,5.232091690544412,high_frequency,JP-13,c2w_event
102,5.8266140748402,5.8266140748402,0.0031684023870392833,0.38888101636475814,5.865096359743041,high_frequency,JP-13,c2w_event
103,5.821903553530135,5.821903553530135,0.0031632814733184153,0.39204429783807654,2.631123919308357,high_frequency,JP-13,c2w_event
104,5.817401245664779,5.817401245664779,0.0031583907842335154,0.39520268862231006,2.3714285714285714,high_frequency,JP-13,c2w_event
